"r","smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_alpha0","smle_param_alpha1"
1,11.4024779552631,5.985676015939,0.475054804804411,5.10942058220007,6.04114317939735
2,12.1437677579999,5.52522052783354,0.54501595897256,4.94165680542698,6.009495646333
3,11.9551466822074,6.55934704550853,0.451336966423785,5.04990400565785,5.99844374801444
4,11.7267397800197,6.16416762298056,0.474349415215709,5.08154102813892,6.0184314876467
5,11.8178415374265,5.941519681257,0.497241551053082,5.04546544697811,6.00987495395532
6,11.6935432230869,6.08643511974802,0.479504628868059,5.02621227293462,5.9930023593918
7,12.2365338920747,6.25181222267719,0.48908634766857,4.93955876691527,6.00636790775626
8,11.9538001960182,6.4405897660131,0.461209852900295,5.01592487125715,6.00865381373766
9,11.6910549940582,5.84546022188519,0.500005754411724,5.05733136850602,6.00922363534691
10,11.8645599079371,6.16801544862922,0.480131121888224,5.06648994641809,6.01886768281305
11,12.4174376778226,6.15356735074253,0.504441454799267,4.94200450975401,6.00875433065052
12,11.9634319997386,6.16591219926183,0.484603398138882,5.02266469118901,6.03097667105649
13,12.0655693007589,6.22766222323607,0.48384845604887,4.9921443623719,6.00503970429043
14,12.0251103991925,6.19057032933384,0.485196382916407,4.98424547121386,5.98871614533945
15,11.8288887153604,6.3261138894223,0.465197953785165,5.14091447560852,6.05688782038952
16,11.7941788335088,6.26740525148814,0.468601812812809,5.05853020525328,5.99537803652093
17,11.7764712089057,6.40713975667377,0.455937212173668,5.07974701877506,6.06595278852677
18,11.7065517238206,6.16486561785184,0.473383301650859,4.99888783217387,5.97568117084599
19,11.7376718994291,6.51750081451152,0.444736497121845,5.05189468456188,5.99034824833467
20,11.8437814683527,6.37681220463484,0.461589845973258,5.03670718367026,6.01312857752106
21,12.2515152227559,6.20348148622549,0.493655978592495,4.94574674384624,5.98634418910927
22,11.6116586810795,5.54425105092572,0.522527211382836,5.0237172923401,5.986474543812
23,12.1030717330294,6.47180946137253,0.465275460302287,5.03487954745642,5.99249485071193
24,11.9276215494882,6.00648958847532,0.496421850445696,5.01286601399942,6.02496959698421
25,12.1719735787115,6.32242913053958,0.480574855864182,5.05736723727905,6.03917046339782
26,12.3230409052703,5.99976375284614,0.513126362318559,4.94554092083624,6.02991938511956
27,12.3017762217395,5.23267327748528,0.574640833716501,4.989412432245,6.02873698611795
28,12.0018810763559,5.85980277225927,0.511759637095284,5.00371955294978,6.0275155039197
29,11.714981934888,5.81044212680861,0.50401612575221,5.00811236057963,6.00517108260172
30,11.8380139453615,6.91454713122321,0.415903109834353,5.04775925065882,5.98378499463271
31,11.8849717055728,6.02570059707844,0.492998322052964,5.04509177032834,6.01201033045026
32,11.6725598020212,5.91182726968785,0.493527780541835,5.05254026377066,5.99768407540134
33,12.1340004091243,5.74124728535466,0.526846292090326,4.98535969250359,6.00065149584946
34,11.7685774592574,6.16234952052025,0.476372608171701,5.00764799925205,5.98888628150947
35,11.9541873807475,6.36107789480099,0.467878686171033,5.05677724022442,6.03680532821683
36,11.4016245285202,6.18635688835376,0.457414434857144,5.02829945831534,6.00275479691732
37,11.8902384647562,6.38753242594447,0.462791899012141,5.05436243692001,5.99717877829688
38,11.8999086728088,5.66997397328896,0.523527942172798,5.05688437555213,6.0399303045889
39,12.4138641161964,5.96563740313025,0.519437513791789,4.94032008796701,6.00785173731204
40,11.8749080946455,6.34467971318648,0.465707046941497,5.07215915450962,6.01436609946328
41,11.6226773330039,6.21510149111506,0.465260773138165,5.05758089261414,5.97678172153305
42,12.2126739198128,6.48691223210938,0.468837678406725,4.99747007133967,6.01774785024446
43,12.4568031165542,5.3598999305864,0.569721068846029,4.96541565369247,6.05124187035498
44,11.8521097822552,5.8608899284098,0.505498174073226,5.00080786485298,6.00540630399122
45,11.6452133641376,5.87024213783487,0.495909438987801,5.03060171901965,5.98111654987205
46,11.7456993544786,6.14956572287555,0.476441075385541,5.01889952130495,5.95687178611297
47,12.0708124670983,6.00674580206778,0.502374358110482,5.00568985142002,6.00902951189663
48,12.1617840664789,6.11212824229526,0.497431609631855,5.00428336010693,6.01201722340108
49,12.0856648835107,5.81229678860736,0.519075132015494,5.012804592659,6.01878891132246
50,11.959719892429,5.67357033881225,0.52561009874455,5.00388042773622,6.02579788506561
