"r","smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_alpha0","smle_param_alpha1"
1,11.7138867271769,5.73807557856331,0.510147595567009,5.06404051831944,6.02913823398748
2,11.5079295114847,5.92518377523397,0.485121648571037,5.08681678395055,5.99721124852136
3,12.0416194350181,6.52613445092909,0.45803515165489,5.064915043471,6.03105168281537
4,12.0866295977511,6.16621122854899,0.489832034755469,5.02091568741845,6.00061227271981
5,11.6469688251512,6.173072385077,0.469984639115159,5.03108105603983,6.0134378931209
6,12.0810512798304,6.4968493708554,0.46222814386178,4.9728744117921,6.01280857922302
7,12.148808877505,5.85491520227045,0.518066728902818,4.95846123943832,5.99132736712057
8,11.5446164304197,5.9933991686909,0.480848999634281,5.09202397519974,6.01310717220471
9,11.818818987188,6.18238571388854,0.476903257373648,5.06018539834677,6.01555893009527
10,11.963506485976,6.10243448277451,0.48991255281819,4.99880793908766,6.00100278302031
11,11.8607429503449,6.22457853838823,0.475194887500094,5.00450000922363,5.99999585669372
12,11.9991775844428,6.42224630993915,0.464776126135031,5.05858071328921,6.01130237961422
13,11.757740239173,6.47145725195129,0.449600253083457,5.03778715420069,6.00795952290521
14,11.8700410264622,6.03469915153988,0.491602502629385,4.99895248764248,5.97812260756884
15,11.8260437517338,6.36706184049093,0.46160677449232,5.04998930892777,5.98715519230891
16,11.846464862335,5.70514459946477,0.518409528432073,4.99112885680726,6.01188698209832
17,12.1355944261076,5.96178423861929,0.508735705125942,4.98594978891464,5.9829077100188
18,12.1044937786821,5.94686559158695,0.508705964882206,5.00052458403747,5.99478676948955
19,12.084379200148,6.60546526766229,0.453388117150329,5.06148987499489,6.04870696426698
20,12.1905941772042,5.77153964027486,0.526557971139145,5.01096095117159,6.03265505360999
21,11.627032844243,6.01393672028993,0.482762558526043,5.03313661157533,6.01443595873343
22,11.5837931656189,5.46165299103526,0.528509106391365,5.03680083760408,6.00167517147784
23,12.0776638657611,5.97846021762228,0.504998625224983,4.98246112214426,5.99964221606253
24,12.0757930023819,5.93749665732992,0.508314140847003,5.00347995863581,6.00480628327494
25,11.8287769122606,5.91521912921323,0.499929775234661,4.95379192765205,6.00444258280492
26,11.5930971916006,5.63998972937763,0.513504490114694,5.05872709358861,6.01383377891384
27,11.9597043619834,6.5095445191973,0.455710248165555,5.00189061379788,5.9995004767459
28,11.8617083806961,6.55317548396583,0.447535272859129,5.0563402390217,5.99352094001248
29,11.8072326083327,5.88619963117436,0.501475085108402,5.03666605896439,5.99194987110021
30,12.0761693105501,6.2948834656677,0.478735077010859,5.05381074284616,6.03749626461557
31,12.0440110900061,5.61253231803842,0.533998077874935,4.9753780827002,6.01479053081375
32,12.5035593163703,5.99579926311911,0.520472602127853,4.94786263572215,6.0358031184762
33,12.1571262827918,6.17638866810207,0.491953235951439,5.01020705114239,6.01510227773513
34,12.4594734323244,5.71993400824745,0.540916874271118,4.95158187841945,6.0202380379183
35,11.616108457372,6.02923207711868,0.480959385043251,5.04920667606053,6.00266396813177
36,12.0267425338679,6.14714798735374,0.488876728670038,5.0402191997315,6.00740034067705
37,11.5061333202014,5.83949661593768,0.492488357866909,5.05050961583582,6.00075540668444
38,11.9808217804971,5.78938878951347,0.516778657125367,5.00615461248244,6.02468998326317
39,11.401364631687,5.69510715767637,0.500488990427657,5.0651218819046,5.97419490094288
40,12.1237264145268,5.88120345539321,0.514901338556578,5.02155393055055,6.02497697524034
41,12.0385738039968,6.46906172563559,0.462638861466476,4.98444078112588,6.00878392508445
42,11.6797836736052,6.15758790165076,0.472799490664702,5.07899583428289,6.03056198069652
43,11.6990824604284,6.4613758141498,0.447702344521025,5.07253461020473,6.00623051361574
44,12.5466380786821,6.16307117087744,0.50878704460687,4.97221599168212,6.0373109896333
45,11.4672908866661,6.13531789931975,0.464972332178846,5.11012000376818,6.00411732316477
46,12.4166034204739,6.07326731548418,0.51087530866373,4.98945918625831,6.01836416008194
47,11.736548867878,6.26283244695704,0.466382109642307,5.07750260834771,6.03694227082463
48,11.9790494158522,5.70086206210898,0.524097291512556,5.01065363398409,6.01365529392161
49,11.9004380436241,6.3279965958097,0.468255153918469,5.01746692666579,5.98804393164767
50,11.5402764959383,6.07130850365292,0.473902682852549,5.037957944973,5.98592831727398
