"r","smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_alpha0","smle_param_alpha1"
1,11.7842511846525,6.4695365962274,0.451001468412931,5.05309062397238,6.01055037156697
2,11.5902410687056,6.02251650656917,0.480380393223193,5.04150602985617,5.98906000384663
3,12.2233704747481,6.0559758506085,0.504557612557079,4.95488135963723,5.99980824819613
4,11.7869009482367,6.10131967242897,0.48236438914491,5.0675008150131,5.99848140564052
5,12.0743312723284,6.55458298963315,0.457147328344819,5.04934655779626,6.04272867996404
6,12.0522172777219,5.78214170816776,0.520242493565407,4.97089587089491,6.03617719899536
7,11.9116737687427,6.43765716126213,0.45955058153497,4.98419882158616,5.99044724723022
8,11.4317096425579,6.0604907016952,0.469852638739768,5.07073690974078,5.98864414317661
9,12.1736855242081,6.65632357057029,0.453220345035709,5.02979295650509,5.98846082966619
10,11.6697091861595,5.99837151847057,0.485987917712231,5.05336916012279,6.01319748808807
11,11.9057768140422,6.26887531307526,0.47345936254395,5.00723643388915,6.00493558791052
12,11.529555411079,6.43292515199408,0.442049157783437,5.11069805848169,6.0065847435131
13,11.8308158140243,5.94652785436967,0.497369585678052,5.03266684152169,6.01966515894321
14,11.9327375253544,5.89101351152616,0.506315001146292,4.99665318987472,5.98538654184745
15,12.2700460167823,6.02804872002841,0.508718328212984,4.92445003522734,6.02574385014756
16,12.4146072294061,5.81387866379009,0.531690487152994,4.94648822529357,6.03378694034899
17,12.1016903731456,6.37348868581077,0.473338972549326,4.99652859431167,6.01203599859278
18,12.2479473218678,6.6086459861491,0.460428281370068,4.98747650715546,5.98502915175474
19,11.8081486851992,5.91748616762321,0.498864189012083,5.01782941696338,5.97634084384796
20,12.0408370594766,6.20501603763437,0.484669046928861,5.0166521496484,5.99739332044245
21,11.7417381719894,6.14027759102824,0.47705548351638,5.07976357510135,6.00073234310265
22,11.9338010285804,6.18192826619813,0.481981620827016,5.05067169019654,6.00598267848118
23,11.9013296286423,5.75189439505627,0.516701530456437,5.00338760876393,5.98708752671481
24,12.0561857975363,5.82005910881241,0.517255356996759,4.98291543229524,6.02314526025204
25,11.6835779626344,5.84243457813281,0.499944743226974,5.07717870994461,6.00365892690917
26,11.4345496713398,6.0615048474319,0.469895621458113,5.04141525558015,5.94151275846197
27,12.3528527077971,6.18636963144248,0.499195062243585,4.98232912517696,6.00512802465487
28,11.8093354910632,5.81887244410108,0.507265040568577,5.05980892153278,6.01092433641292
29,12.0529573542729,5.9000892049251,0.510486179324823,5.02528102455293,6.00440262438112
30,12.0771532736414,6.03066167013153,0.500655366915517,5.03251388671891,6.00392983742345
31,11.510505347679,5.38551853132507,0.53212145178222,5.00818894130231,5.97309736523544
32,11.6187909215651,6.20271288537016,0.46614816229651,5.0631343186243,6.02235476830672
33,12.3871160406757,6.48899793172801,0.476149419249807,4.92532630908821,5.99668614763511
34,11.9948590084656,6.41727727589821,0.464997690146328,5.01706099849973,5.99564503520048
35,11.9189310475817,6.58692123805995,0.447356376862637,5.08152367825673,6.00955179522962
36,12.1489529003119,5.99621896725926,0.506441500229595,5.01375248508374,6.01491013605396
37,11.1726541140145,6.16571718716831,0.448142122341881,5.10868982408557,5.98783562686891
38,11.9649097042276,6.18744553967134,0.48286734353832,5.02936310532487,5.98353591765705
39,12.0332669370387,5.94075080035443,0.506306073700678,5.01236507485088,6.01420138732706
40,11.1941763253414,5.8069831610408,0.481249625495452,5.07663294720386,5.99500099875703
41,11.7818283252291,5.60365783191694,0.524381303373984,5.05503048319846,6.04155765417214
42,12.0390282119952,6.1828354671569,0.486434007937901,4.96686401686155,6.00273608087734
43,11.9077621303351,6.20801643998208,0.478658007102182,5.02608726698802,6.00526029880953
44,11.7602581362228,6.28585899151703,0.465499913462279,5.06606879389735,6.0170118620936
45,12.2178134125509,5.9540901179669,0.512671382601858,4.96332319097092,6.01226719622306
46,11.7747844888494,6.00535895448554,0.489981412384019,5.08457363003174,6.02380643138335
47,11.7688680552922,6.20077765548132,0.473120301260155,5.10672387565381,6.00087610200374
48,11.8810552734393,6.45330113592424,0.456841081250508,5.07066656051759,6.01474269150023
49,12.1456060542,6.43570973959725,0.47012032904099,5.04597684960702,6.03025857285667
50,12.2938728600683,6.27960530467651,0.489208536955569,4.98736485296941,6.02674586037081
