"r","smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_alpha0","smle_param_alpha1"
1,12.3928881382837,5.69249535857988,0.540664347562793,4.9479738507545,6.01489044061478
2,12.4796841066383,6.40833201977393,0.486498859665433,4.96200445248456,5.9884939351285
3,12.0836201413928,6.33245955447422,0.475946820540793,5.00148377641459,5.98911002528657
4,12.0757887895737,6.25728207249259,0.481832435004564,5.02347376980221,6.00272194983486
5,12.1346159984939,5.59728118834511,0.538734378653614,4.99130362527592,6.00887395626463
6,11.984179774927,5.94831386256282,0.503652817775001,4.97932033510269,5.97321408979193
7,12.1659906076119,6.29337352749166,0.482707678275364,5.05791419679421,6.0256202998674
8,12.1676355142735,5.97108785750018,0.509264733440144,4.99906585026123,6.03077499452731
9,12.2518535581408,6.29266432306315,0.486390831134123,5.03330410926904,6.0503552757298
10,11.9819938925795,5.82964865433533,0.513465896694735,4.99827016309315,6.01322672450403
11,11.4757466360084,6.10573474715176,0.467944444852652,5.05499536050131,5.99777542281057
12,11.6412190969501,5.45112193750454,0.531739597708227,5.00625171615469,6.02434852149456
13,11.8792520277925,6.47129120760709,0.455244219714592,5.03058384049099,6.00220473268194
14,11.8711034907059,6.32267657144326,0.467389314195313,5.05125019499858,6.00606136740602
15,11.743094166563,6.31216724944275,0.462478358777375,5.02804246319841,5.99118148388613
16,11.6807710071315,6.28849242358048,0.461637213867035,5.09969203226931,6.03259450065717
17,11.514968573587,5.43803544537868,0.527742050651146,5.08016104807606,6.02895129706643
18,11.3936254737278,5.77537356159623,0.493104844027611,5.11392532939735,5.99726501858294
19,11.5685946485294,6.31369270158549,0.454238574917303,5.08827479877047,6.01623763358645
20,11.926246839308,6.38473091743213,0.464648769771513,5.01516953396901,5.98417847462223
21,11.6230227204097,6.0852499563859,0.476448588050991,5.05057586944067,6.00812940667244
22,11.7288265622502,6.3130624206533,0.461748164904051,5.04272588216561,5.99958664842066
23,11.981746190757,6.03299472966073,0.496484516228967,4.9941013639083,6.03194132970661
24,11.9336423674004,6.45739742410745,0.458891323763196,5.05536142191956,6.01927323527028
25,11.7115870940221,5.75027760174075,0.5090095342692,5.02240360131448,5.98822817528638
26,12.170568642795,6.34545723596084,0.478622780726244,5.02706080302834,6.02614052060598
27,11.7746270560048,5.37722709316395,0.543320814528754,4.9705646090721,5.99387932308983
28,12.3208705127479,5.60790562608628,0.544845015594962,4.93288728047088,6.00692453129291
29,11.5909861391592,6.09001994355392,0.474590007231631,5.03872118052149,5.9655938110231
30,11.5422195159162,6.43816480619905,0.442207385042268,5.11201053587892,5.98349390673722
31,12.2802230385058,6.39584531493874,0.479175150574712,4.98881637481429,6.01388788153717
32,11.8087400206821,6.30492589022565,0.46607971052093,4.95824638058837,5.95280323477713
33,12.0715354585359,6.05312778891202,0.498561901283919,5.00959891917969,6.01565006694224
34,11.5557512619879,6.33379928185409,0.451892037284603,5.08545768324017,5.99607080025713
35,11.9065209073231,5.59628061492132,0.529981876445592,4.96935651149902,5.99953080185651
36,12.0186098719379,5.99360250285604,0.501306509927539,5.04203737397719,6.04233059547258
37,11.5531370389033,5.86454031097196,0.492385462820698,5.04922822672166,6.01407261415467
38,12.3969985160397,6.94624513354876,0.439683313298664,5.00414042765696,5.99522040393523
39,11.6531426687548,6.41031478172283,0.449906779317942,5.05081345275995,6.0032096774288
40,11.9525471948837,6.41929629032973,0.462934871900987,5.06220980773829,6.02748460512944
41,12.1082362154667,5.98819473462256,0.505444506692609,5.00690455529145,6.03499311262852
42,12.1798615491669,6.3723529589522,0.476812364965835,5.04073631224799,6.0083210852752
43,12.2162381525707,6.80441579451835,0.443002362139898,5.01465257031303,6.00552987126836
44,11.5430150883903,6.02394109269311,0.478131056178569,5.06497884721733,5.99427781659059
45,12.4170010657649,6.70841400375113,0.459739596685147,5.0224606238588,6.02406148265891
46,12.5852771186462,5.94932752765489,0.527278782058725,4.89971368617235,6.01215714961994
47,12.4053868255075,6.41055972520392,0.483243866928618,4.96199933703348,6.03565956910319
48,11.8590242109852,5.98003745994227,0.495739501534799,5.00861718077703,6.00727413039166
49,11.6927338987887,5.89989767907358,0.495421880790021,5.05702200266047,5.98910169986313
50,11.9065632550072,6.15538259413509,0.483026087183765,5.01671838387639,5.99643293644336
