"r","smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_alpha0","smle_param_alpha1"
1,12.0786164523325,6.62898268669257,0.451180297606649,5.00144123965905,6.01462105422905
2,12.0616897559438,5.59936321356492,0.535772903559749,4.95757466181503,6.00612290075818
3,11.7116521625545,5.75257950479376,0.50881571404704,5.06676153440096,5.99176123656663
4,11.6895564199661,6.33757812344327,0.457842719111348,5.10164971880963,6.01663969282782
5,12.2793725952824,6.06824963941417,0.505817614676378,4.98213524194915,6.02149980402375
6,12.2233239958825,5.83102225190418,0.522959364092092,4.97139909832863,6.01026354102462
7,11.8876610153024,6.14791641447034,0.482832122605413,5.00017935178653,5.97907654043688
8,11.8672264675494,6.31717618443435,0.467678804166372,5.03246239813956,6.02753736934868
9,11.8188939605895,6.16628669533612,0.478268718215273,5.05132655415473,6.01344949454259
10,11.4612962144122,6.10255670181875,0.467550913295044,5.09752204272464,5.99286231756245
11,12.0329568630205,6.30026977920042,0.476415493637952,5.02916797795662,6.01073897335062
12,11.7568974065394,5.7906589070849,0.50746708873516,5.06032352531521,6.03846621572796
13,11.6679380904274,6.12831332077601,0.47477323985771,5.10043549094951,5.97984719493983
14,12.3388254100323,6.42901418990354,0.47896059987393,4.97597921121601,6.01468202546789
15,11.5381751422754,5.81277932626534,0.496213287232263,5.04077272144599,5.99959912117198
16,11.8319541206448,6.40456313509398,0.458706223013567,5.06410587892868,6.02838013171692
17,11.8593131359638,6.07301821065343,0.487911471682387,5.01054807514691,6.00256387029775
18,12.0031084968449,6.07216082528685,0.494117642368811,4.99484915041784,5.99684927711638
19,12.0661597592599,6.03805716901362,0.499587500125724,5.04542662077386,5.98751513965097
20,11.7569084846869,5.61017835870667,0.52281857377611,5.01141456451788,6.01440190263228
21,11.6410174949094,5.64841846266382,0.51478309648329,4.96456159620619,6.00203744352422
22,12.0638705409232,5.89033015101399,0.511737950848133,5.00262571047567,6.00856186776008
23,11.8676692973887,6.25779853371739,0.472701979057139,5.03960342291621,5.98736760931022
24,12.2325213166746,6.1076565131684,0.500703382806059,5.01688071432732,6.04675820308288
25,12.1077322200842,6.19180509703009,0.488607363915831,5.0095858162831,5.99779701563951
26,12.2455877120415,5.7284931398972,0.532199411363151,4.96905061829147,6.04545373241921
27,11.8513592840381,6.4493940680229,0.455809758741411,5.05039966755682,5.9816888298804
28,12.1512579276743,6.01241493087296,0.505202262460435,4.97284403355615,6.03331515698092
29,11.373900117246,6.15712086043177,0.458662306072492,5.07844998316407,6.01148638151665
30,11.9383699854531,6.35925403702204,0.467326440312139,5.07002710752632,6.01304942733211
31,11.969885802646,6.4550934900269,0.460722216029835,5.059117616614,6.05209019246066
32,12.1677850696473,6.19976295251464,0.490477279387519,5.02103431216072,5.99916926697179
33,13.0310699596353,6.09252205753134,0.532461871787706,4.90154295387438,6.02069274660468
34,12.0282283138087,5.82353462233541,0.515844356259031,5.03323169396153,6.01287886382116
35,12.1490714200031,6.38323513322755,0.474590698123831,5.01525312414411,6.02315357387651
36,12.0809362079899,5.52490017454877,0.54267615692774,4.97552270778708,6.0102697691809
37,11.7632192598637,6.10519851345492,0.480992543062937,5.05123951589322,6.02921858478894
38,12.0080965777925,5.88579052279263,0.509848169136339,4.95809059866095,6.00608500742689
39,12.4687606932715,6.40219080368378,0.486541528771293,4.9628207328232,6.00019147780743
40,12.2238951050571,5.86737455261534,0.520007779665259,4.94677682956113,6.01966800233328
41,12.3319558732831,6.58821864550721,0.465760442771251,5.01466385362785,6.03633754771669
42,11.4564494469043,6.24430124858699,0.454953187937797,5.04432554739536,5.96900895376147
43,12.3310894689943,5.93046688546329,0.519063834515592,5.0020470139516,6.04384350958738
44,12.2643311351407,6.53214933090968,0.467386418473872,5.04514828556836,6.02863238369172
45,11.9100465486972,6.49512731046133,0.454651391671362,5.03534406284613,6.03527550720854
46,11.9566296385027,6.38193997632511,0.466242564227797,5.06817315098969,5.99695150033947
47,11.5807405412531,6.2332309238472,0.461758865795924,5.07190886193691,5.9883130495323
48,11.7523771327256,6.45544256823584,0.450711758537764,5.09376994090499,6.04122940349118
49,11.6094920619475,5.88299479462692,0.493259932197239,5.05781934897572,5.99253925314428
50,12.3399087908054,6.18392239827586,0.498868062713434,4.96871445220121,5.99338517579103
