"r","smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_alpha0","smle_param_alpha1","smle_param_beta0","smle_param_beta1","smle_param_beta2","smle_param_beta3"
1,10.8886275635537,5.84092447668215,0.463575694678654,5.09084314987283,5.92406667031127,2.39913561067933,0.121260372515235,4.93452200394759,1.1235200016543
2,12.5020440784356,5.9438355487947,0.524570901245899,4.97485661812783,6.06785219273458,2.25843171234231,0.859129538829356,4.9781341643198,1.02208091614886
3,13.6293792117281,6.16085904175429,0.547972145609326,5.01241015900088,6.25862646658708,3.02952546028918,0.155990297369188,4.79495626523422,1.19800027410009
4,12.8594043057763,6.32407276106833,0.508214174568909,4.96286159427132,6.06474989735802,1.588705295894,2.04709745277931,5.06923284927894,0.861796209111691
5,13.4006700056144,6.02504923340466,0.550391940785024,4.98361850674385,6.23103228936546,3.3911440311755,0.143207880556389,4.73249482848013,1.18023507314794
6,12.8454287229828,6.07902221917012,0.526755988432395,4.98347517186254,6.10739422508024,1.79576082851442,1.06674825889648,5.01458932243896,1.00577885660466
7,12.8262130652834,6.07661845099238,0.526234406050848,5.01632734897415,6.14741549977226,1.98804796531588,1.25165488402026,5.00549441627205,0.961851815344315
8,13.2602591098057,5.90007380955703,0.555055918538272,5.01883517915569,6.25822183657953,2.57637548014221,0.727151200739333,4.90786887743762,1.03070183103481
9,12.0777162891863,5.79844549372141,0.519905472617121,4.977078803469,6.03422764341149,3.11591859802619,0.0530265655797123,4.78544141645677,1.15437572017891
10,11.5751099054942,6.03208938293088,0.47887411591075,5.09312319425144,6.01870026046055,2.53501472293192,0.55585552300942,4.91349735874708,1.07522116608183
11,12.4054163003656,5.8311517540705,0.52995114288114,5.05785813285315,6.1578509405236,2.12226686087119,0.925526463038453,5.00674149344725,0.969901717718756
12,12.1462979649681,6.11492956031056,0.496560221233909,5.06961776139654,6.08100769706219,1.57619862689624,1.77180979852036,5.10674944315223,0.856695704923085
13,12.3111575136095,5.98961616358703,0.513480665244859,5.08398472047061,6.15044081131262,2.94976402900869,0.527787792936627,4.85329483997475,1.07432037485447
14,12.1307860683902,5.90274144262482,0.513408165856138,5.0521570089328,6.09905273310719,2.87786038937585,0.475092316584306,4.87473605803233,1.0743231290009
15,12.3862276548679,6.33027858725756,0.488926026257099,5.07776790191333,6.10294572835885,2.52418698713436,1.24776185412633,4.90628293392866,1.0009352202207
16,12.9069484752199,5.95942158340773,0.538278037225512,5.03509163102275,6.2061869083983,3.17992800842188,0.141807552750513,4.77708981555637,1.15541373563355
17,13.3887299677728,5.55539678992352,0.585069173603802,5.03909421218458,6.3216641989081,2.58025846173447,-0.496589346654712,4.90652209099066,1.20100674481229
18,13.0388396118671,5.94287159656104,0.54421775453452,4.98487099191014,6.17046056039837,2.6859595348624,0.438319268765629,4.88092916652706,1.10425171217643
19,13.6698604289307,6.13842647132115,0.550951781604891,5.04256802141254,6.29332358744849,2.9309151883363,-0.00845962029707493,4.80250830686895,1.21899914200787
20,12.7241367963259,5.76671138073367,0.546789580068111,5.03342678971317,6.18684286845567,2.47709268750048,0.402789150409829,4.96635689113882,1.06566012667277
21,12.4568386603971,6.1808235354727,0.503820856641355,5.06766078712426,6.13309678750096,2.08928376086674,1.66675088385661,4.9997997941908,0.890760617420428
22,13.1036235773971,5.92064255849883,0.548167533695675,5.02892094599712,6.21324509846562,2.33979082760112,0.381730425906798,4.96363481571585,1.10141165313025
