"r","smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_alpha0","smle_param_alpha1"
1,11.7925749137751,5.89904787668384,0.499765918824642,5.01387591903163,5.98755840936348
2,12.42604949067,6.48285710566334,0.47828494401773,4.97442419747834,6.01699777914108
3,11.4857695616093,6.07675302777031,0.470932008937249,5.07969633742643,6.00223352197743
4,11.6944470579509,6.20259416412312,0.469612018987589,5.07754941680764,6.02273518906847
5,12.1144065323706,6.00478503631398,0.504326933369063,5.0349137906444,6.0332056801563
6,12.2334544920045,5.95907723950238,0.512886793881721,4.99100447722627,6.00830391905453
7,11.7779372637904,6.10300245212297,0.481827563228258,5.02649780347656,5.99106312175744
8,11.633091586729,6.0425948716224,0.480568443343491,5.0502669590803,6.01716036802492
9,12.1327522619677,5.88308308557504,0.51510729317233,4.9978547016411,6.02470314351014
10,11.8549613414977,6.26824722950164,0.471255363139822,5.0570277184899,6.01005546592919
11,11.698677360323,6.4762509794998,0.44641169424293,5.05393077940055,5.99864428131668
12,11.5037580240425,5.89739629025006,0.487350457309281,5.04562120763166,5.98739873201919
13,11.9640455584803,6.10131368112316,0.490029217015271,4.99704924644665,5.98743088367737
14,11.5041221296216,6.46867019092628,0.437708491092047,5.05420191341926,5.99268858930137
15,11.2477184856979,6.02196648879527,0.464605511201889,5.04630548829269,5.95448990466962
16,12.4971946473886,6.43128687127086,0.485381555402536,4.95735965225274,5.98438537112295
17,11.8632559690243,6.12076417900029,0.484056974326275,5.0453870173563,6.02446770688339
18,12.0006180554107,6.06356689745952,0.494728782345871,5.01116598890852,5.99836689608595
19,11.7938582750493,6.03338583192654,0.488429851264993,5.01439399273441,5.99528920048042
20,11.4912688806226,5.55860971417161,0.516275376382067,5.03889770208545,6.01403349304285
21,11.5918582831497,6.04931675802975,0.4781408976658,5.03919258166138,6.01176571888383
22,11.817996355862,6.40680970224983,0.457876825366262,5.07286816630689,6.02429406816726
23,11.9865906472229,6.57663975522796,0.451333581934606,5.02140636099395,6.01470951033636
24,12.1105836099516,6.0087641136794,0.503841903313247,5.01910943809427,6.03337952776113
25,11.7457582183689,6.31016104705606,0.462771076184103,5.04733591542999,6.00950555369234
26,11.8041676871968,6.1308440667862,0.480620385168203,5.02167979096653,5.98401794671835
27,11.7149075955031,6.27380490917226,0.464459718693765,5.03920084782535,5.9792839027856
28,11.8495451037443,6.26434649136954,0.471342871264307,5.10122571200025,6.00158496386919
29,12.1087149364854,6.24238468643435,0.484471744592393,4.99182542562623,6.00108876687532
30,11.6019269394211,5.85361951304823,0.495461439844208,5.06271312523284,6.00029616763694
31,12.0933285287661,6.50204912967588,0.462344125175328,5.08510397516924,6.03053312971924
32,12.3099132149522,6.43154770386604,0.477531027915454,4.99457610731051,5.99638377075551
33,11.5739499528559,6.15807425981477,0.467936678065966,5.05470069486499,5.98950449928397
34,11.3479730308782,5.51278832496972,0.514205020582154,5.08492420167581,6.01105495731672
35,12.5337987155203,6.156595685001,0.508800498177983,4.97348992147175,6.03939179049669
36,11.4249688835253,5.95844054765232,0.478472054637771,5.10687794123652,6.01313016187049
37,12.5963074925611,5.96948179078098,0.526092722465983,4.96314110309814,6.03293912668618
38,11.7859936904296,5.94623598485757,0.495482846755126,5.05352509381193,6.00608537976623
39,11.7927629218074,5.98328715343044,0.492630591058009,5.03794315752106,5.98757898607557
40,11.5917652698577,5.75448077968525,0.50357166094031,5.13010245834373,6.03541821605656
41,11.7661817332445,6.40818626497114,0.455372489542187,5.04574748587425,5.98233502556445
42,12.2838198648833,6.53194011681522,0.468248461092416,5.00166380627312,6.01276906412841
43,12.1090047473804,5.97404295172679,0.506644594138161,5.00787609711674,5.99081328593537
44,11.6655816539543,6.39439923699705,0.451857658993838,5.07502048826927,6.01134201383182
45,11.5497073846594,5.87042484907216,0.491725231336215,5.06339961483311,6.00153735255271
46,12.2296423366599,6.21800637413807,0.491562696359581,4.99252977450772,6.01900122377179
47,12.3001481256333,6.57494222949742,0.465458288604234,5.00784701762458,6.00892131856813
48,12.218585371146,6.06451378449631,0.503664818775373,4.98524675733622,6.02387143691105
49,12.0719636390337,6.14673433092672,0.490825642395759,4.99169735337313,6.01906567478126
50,11.7866776278156,5.59622099935026,0.525207935937466,5.02428381668943,6.00263989839712
