"r","smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_alpha0","smle_param_alpha1"
1,11.9494556058459,5.81380902179544,0.513466620274216,5.01179100729355,6.02388375932262
2,12.0842909672541,6.26821853913755,0.481291988406842,5.02737144329881,6.04457012043855
3,11.6272452503961,5.9033744498362,0.492280903799194,5.03471591035859,5.99552441823041
4,11.740968568957,5.66083648465094,0.517856090713151,5.03390231484784,5.99985745280281
5,11.8339631083481,6.72803849254116,0.431463624574346,5.09898083422942,6.01854413238414
6,11.5067015485218,5.57782876594788,0.515253894226148,5.04659914812141,6.00049420865525
7,11.9620307656157,6.00968822898465,0.49760301183481,5.01500763722052,6.01169234094935
8,11.9345328630361,6.45537994819044,0.459100743843593,5.03706743749553,6.02465531522636
9,12.4713174092553,6.15791825394818,0.50623353957953,4.9606589396919,6.01275655650608
10,11.5510998094367,6.44138011831768,0.442357851236349,5.06625748263421,5.97411551130963
11,11.9335464988888,6.27303362406954,0.474336181230477,5.0351454588148,5.98820744858231
12,11.6523720706727,6.08792816139993,0.477537438345079,5.0444736938103,5.99179824744957
13,12.1364317538601,6.47383443786261,0.466578433500147,4.99614280881748,6.01331889247602
14,11.8517032761123,6.44804773836533,0.45593915168618,5.01182403698144,6.00764893546958
15,11.4957125183783,5.76146949034639,0.498815799269906,5.03658753687333,5.98487651408187
16,12.2111983885765,6.28809322527235,0.485055190721099,5.00386171272786,6.04362150337739
17,12.1368392506205,6.49645715805549,0.464732371921021,5.04106166801354,6.04499679708854
18,12.1459162750257,6.57685867559742,0.458512760447666,4.99628758488049,5.98348433486987
19,12.0851599450573,5.81489577196688,0.518839982391372,4.98768915739457,6.02063754495214
20,12.3867449407689,6.59587046308617,0.467505749522866,4.97913258647348,6.00589279283399
21,12.1286727760492,5.91052578809719,0.5126815689373,4.97993703665493,6.037651020101
22,11.7518450409248,6.4117701475322,0.454403106473601,5.07984159988597,5.99896234340158
23,11.9212607982553,6.18947058639219,0.480804028102628,5.03776276357746,6.02557961477116
24,11.9402001646595,6.74302956197472,0.43526662292206,5.03675113398923,5.98591978649809
25,11.9276173844406,6.02937050037894,0.49450336089384,5.00913861481472,6.02514320109061
26,11.7332606224711,6.27309346102414,0.465358039604938,5.05222792071581,5.97760596779326
27,11.7398933713183,6.38090974681664,0.456476345653545,5.02057421909691,6.00572672576572
28,11.7018280417868,6.14215073714797,0.475111861564316,5.07266768882928,6.01734912857312
29,11.6245532659117,6.55075389947007,0.436472632571633,5.08229293421488,6.00618699066026
30,11.9246473219491,5.68821977867462,0.522986330320679,5.02502138055158,6.01938046107414
31,11.9055759396381,5.8364134963366,0.509774787383028,5.04305491150711,6.03576128290877
32,12.2331215050441,6.41487816644664,0.475613958072632,5.0117356957779,5.99702839137612
33,12.0318523998119,6.02476710933694,0.499265207954916,4.96438216414706,6.00269014620864
34,11.8798634075999,6.32870806505684,0.467274340796867,5.03659356399165,6.0128002602764
35,11.5205368286662,5.99878659459324,0.479296261640636,5.07607536183966,5.99427137939608
36,11.9491298265265,5.46642980743858,0.542524862747462,4.97129601579502,6.00390817181802
37,11.7758213980584,6.20414017214103,0.473145867076079,5.01321539926716,5.97154180796299
38,12.3038368448683,6.08472322275907,0.505461320767034,4.94943173322221,5.9880121840026
39,11.8035067405056,6.04890608170049,0.487533136153283,5.07050499126745,6.00600865978411
40,11.616933090747,5.94790113740691,0.487997297484265,5.08513725499204,6.00483560552089
41,11.69522009603,6.32287794083686,0.459362210465522,5.05738291769564,5.9675223155736
42,11.5901733170222,5.8303226694576,0.496959837443091,5.04735717828809,5.98716918595615
43,12.005104150885,6.6605474022727,0.445190369149634,5.05899828858948,5.99444980212236
44,11.7824008779638,6.00584748035021,0.49026963667628,5.04661817944065,6.01314076838303
45,12.055634304293,6.54947783613773,0.456728889511399,5.026604909562,5.99638211979364
46,11.8529672557251,6.05259898681331,0.489360017940667,5.03590248270814,6.01726629873774
47,12.2902620873636,6.08557220089021,0.504846018935011,4.99897662957498,6.02090342324568
48,11.7056656224961,5.90733533521102,0.495343919284843,5.04544041416132,6.01047454098032
49,11.7696982100469,6.57590505139931,0.441285160074373,5.03286724037326,5.96167276445898
50,11.9976945078657,6.47243034745964,0.460527158512303,5.02520705679994,5.99487361600877
