"r","smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_var_R.s","smle_param_normci_lb_R.s","smle_param_normci_ub_R.s","smle_param_quantci_lb_R.s","smle_param_quantci_ub_R.s"
1,12.167438456609,6.08075153633248,0.500243904416087,0.000487929270998399,0.456949227058848,0.543538581773326,0.458249975195666,0.54422347592803
2,11.8720125482168,6.03345450130979,0.491791768513921,0.000557028324581472,0.445532931393732,0.53805060563411,0.441915104832969,0.537090588636296
3,11.9112609294408,5.99358487695902,0.496813568902279,0.000511387108608074,0.452490384038951,0.541136753765608,0.450718734509607,0.538261112506673
4,11.9428564594412,5.822476342697,0.51247204867022,0.000408767082722384,0.472844790059684,0.552099307280756,0.472039111835404,0.549479172566613
5,11.6655311512965,5.89833667692084,0.4943790728067,0.000460855952165859,0.45230266343232,0.536455482181079,0.449204435655091,0.528748317102476
6,12.3195780556307,5.92782006667329,0.518829294322792,0.000412463925276102,0.479023246850823,0.558635341794762,0.479386590179976,0.557822528501606
7,12.6241797909911,6.12899850386243,0.514503230678303,0.000393135973147713,0.475641023401255,0.553365437955351,0.473712949300094,0.55086551742557
8,11.2454550024447,6.0610164149951,0.461025239647711,0.000696272482347909,0.40930676743335,0.512743711862073,0.406929689544333,0.507927801161941
9,12.1606135141234,6.18530974565816,0.491365321455657,0.000532562631362373,0.446133777101726,0.536596865809589,0.44585199429964,0.534819625072797
10,12.5242077620135,6.02781714638097,0.518706710961502,0.000430841102182996,0.478023555010344,0.559389866912659,0.478864015593924,0.559966075869871
11,11.8197977547805,6.08498373366466,0.48518715295246,0.000493522469894263,0.441645036325614,0.528729269579305,0.439441100594736,0.525800105284337
12,11.7685450098196,5.75865323908981,0.510674154342376,0.000464818511159366,0.468417240204335,0.552931068480418,0.468323542318869,0.551902381858671
13,11.8276609030488,6.06007150432378,0.48763567420489,0.000517731941562381,0.443038375781039,0.532232972628741,0.440959557132787,0.526254321389458
14,12.6624000308849,5.79717019446896,0.542174455053618,0.000437985013906232,0.50115539571016,0.583193514397077,0.500119744865298,0.582111960911451
15,13.037548030943,6.14817954399338,0.528425166342519,0.000350253916507586,0.491743625403574,0.565106707281465,0.491550241721316,0.564524755953791
16,11.6622172110599,6.11646922156946,0.475531186662439,0.000604075276516812,0.427358418605507,0.523703954719371,0.426307693990936,0.520762649128433
17,11.8867952673545,5.90283889716428,0.503412083374933,0.000528577791606648,0.458350076714819,0.548474090035046,0.45706325291478,0.546953995518871
18,11.7020906121912,6.150309348048,0.474426446361592,0.000540462298632119,0.428860670098863,0.519992222624322,0.428109256310056,0.516584692418786
19,11.7048522450613,6.1572343485136,0.47395881472049,0.000509711892683164,0.429708286961698,0.518209342479282,0.424522412679579,0.516905164756554
20,12.5372310411883,5.91179684355153,0.528460724371306,0.000408282246063199,0.488856973583326,0.568064475159285,0.491352801391452,0.566248794755696
21,11.9665822069187,6.16087165059682,0.485160295223242,0.000554799596502507,0.438994094059144,0.531326496387341,0.439570627740143,0.533546075849443
22,11.135542600984,6.05081940231951,0.456621053940844,0.00065825204231053,0.406334464816703,0.506907643064984,0.407883843440506,0.507152238640439
23,11.7934003841952,5.99486851307004,0.491675995236794,0.00048756171699463,0.448397627753644,0.534954362719944,0.446161086448883,0.5348524498993
24,12.156252995062,5.93243373972947,0.511985005400983,0.000522979278734958,0.467162274591848,0.556807736210119,0.465307035676947,0.556480229385409
25,12.3600674065367,6.16392738691642,0.501303092921921,0.000436012122247308,0.460376522471598,0.542229663372244,0.458049935988135,0.540511795791364
26,12.2629276531044,6.06672528712506,0.505279207482788,0.000494561148904911,0.461691295057058,0.548867119908518,0.458798098449007,0.547919169738577
27,11.0330934057636,6.02506245768534,0.453909956518823,0.000638744118407161,0.404374116914826,0.503445796122821,0.400677501569613,0.504006140727013
28,11.8750960842963,6.08114082713987,0.487908073840208,0.000572918769354122,0.440994059469758,0.534822088210658,0.436933604634582,0.529262066863434
29,11.4006032311653,5.85881647566413,0.486095923446564,0.000623946846151475,0.4371372244833,0.535054622409828,0.433300886312976,0.530811058874674
30,12.1394339653248,5.95367938283594,0.509558732322933,0.000456086098205257,0.46770063448195,0.551416830163916,0.466025481926273,0.548294841516968
31,10.9243117249776,6.46960843991007,0.407778851173038,0.000743438054551143,0.354337372615988,0.461220329730088,0.349705141112309,0.456236981175447
32,11.354468080601,5.79555458496922,0.489579384623851,0.000580034116187536,0.442374945629768,0.536783823617933,0.444978252617373,0.532641371615634
33,11.7513802375379,6.22536694582175,0.470243765414398,0.000553266835474115,0.424141380712982,0.516346150115814,0.423048658850733,0.509525092332053
