"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.497689486476548,0.492387318373667
2,0.503937482032366,0.502106954129903
3,0.459843064241019,0.458805503713207
4,0.524410235197756,0.519161764047481
5,0.491620601505918,0.492576310478793
6,0.496416246113683,0.498142892252983
7,0.470824122477661,0.491889577648284
8,0.487972451516682,0.488975196648817
9,0.510085980901719,0.496155727081359
10,0.509523129284911,0.514024769417053
11,0.469510936175175,0.469139967406978
12,0.501616633595674,0.503679588271596
13,0.505213100083671,0.500486623480394
14,0.482199260902716,0.479692987255985
15,0.478296413217175,0.473677121428792
16,0.564829216343042,0.551143477435847
17,0.473418894712738,0.485830839835501
18,0.532894361870041,0.532906219261176
19,0.527907981136078,0.528319352197899
20,0.490939798328668,0.496024215647019
21,0.451225682545558,0.453095856119362
22,0.468663243420271,0.464449594442749
23,0.501950483108358,0.499310232918196
24,0.510402692777632,0.518449370755924
25,0.518620349475336,0.505724836705676
26,0.471152152664805,0.476283860930613
27,0.519390417069863,0.519538013064751
28,0.536712278198395,0.530561521775127
29,0.518368311101166,0.516327761484656
30,0.510231276199311,0.515224638779898
31,0.519429298081453,0.514740082956072
32,0.517133973078175,0.517901290076315
33,0.481660821243426,0.48212051480005
34,0.514924386945561,0.512338649725808
35,0.510585846361319,0.515505943062677
36,0.519786305336806,0.514371585428749
37,0.482055663503669,0.478465101983529
38,0.490016716266787,0.492165584755661
39,0.515244976279947,0.517453238217659
40,0.531444296052781,0.524493931775514
41,0.504992664380022,0.51429710491342
42,0.496870043776474,0.499416323698177
43,0.529460967962908,0.530446651988021
44,0.52580596893533,0.527668397064716
45,0.491990328131067,0.49459539003769
46,0.504542181751007,0.500794108695126
47,0.481800641585867,0.483783081822066
48,0.46080867854585,0.46860462980987
49,0.517480388186159,0.501048366130911
50,0.539662782810918,0.547510466972252
