"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.478423291948053,0.48662413777291
2,0.500901063862679,0.500855066261642
3,0.516530898557964,0.528464745978549
4,0.485892278780406,0.484244154222488
5,0.494544102327973,0.499688483872365
6,0.48522511756153,0.482724501287359
7,0.486373823301266,0.478875144090242
8,0.522137994328062,0.527608198164115
9,0.50427818966751,0.503743822961021
10,0.473012465191245,0.478346461590331
11,0.466385841069276,0.467969134622113
12,0.493394420340515,0.500586856311734
13,0.477057419098726,0.474622768959201
14,0.504534941860379,0.511106034629102
15,0.485957359197691,0.481824724944986
16,0.533519311679519,0.544656872798609
17,0.559244295724884,0.550125114779004
18,0.48417641094376,0.48185355907015
19,0.502063556752708,0.51150716729182
20,0.523977932077676,0.525925329854334
21,0.498414600951382,0.506230213667326
22,0.479886868144018,0.47646061585312
23,0.47717719077916,0.472916062708721
24,0.53887828157819,0.538004928079177
25,0.480679294161556,0.487532047507778
26,0.510297693418378,0.507071173565959
27,0.534626561612413,0.541287307250627
28,0.463728723738185,0.463388782291575
29,0.508193692336747,0.501726186805729
30,0.525192346942553,0.532612094262504
31,0.550243016819831,0.546343632702023
32,0.516768739102772,0.516755921652337
33,0.498119487478309,0.50066805990502
34,0.489223409175895,0.494313209050827
35,0.484738847747311,0.486104680789235
36,0.442017422044558,0.440890514114999
37,0.500860903533783,0.515601404857809
38,0.499375756393426,0.49093809423123
39,0.51891512866784,0.524940715207926
40,0.496734920463414,0.49607536222027
41,0.487816531234296,0.489971126197745
42,0.486015947905531,0.484267637890036
43,0.496562504101757,0.509254172522295
44,0.516194368812407,0.513664380210657
45,0.517601108743586,0.535159663545345
46,0.499674498697097,0.499369776119703
47,0.493663132368459,0.503324296150234
48,0.519060062407306,0.508186530950265
49,0.504368012736358,0.50441504429421
50,0.524217520439674,0.522639582304683
