"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.455344430060303,0.462560050601043
2,0.474428629942857,0.476490789977019
3,0.503046838424689,0.510398423844439
4,0.532554127323491,0.537168006001622
5,0.509799366598834,0.514535974789619
6,0.530916184169385,0.526379472254896
7,0.517127016095265,0.516196850897719
8,0.536252491143178,0.528025145718381
9,0.501613437901163,0.494073858815238
10,0.467053399652831,0.47653523343023
11,0.505277537385425,0.501219538957261
12,0.554062732274355,0.556317665164346
13,0.505055734976144,0.497837923854088
14,0.48609530510893,0.489780777649174
15,0.486968483234724,0.49942322478418
16,0.47150501334382,0.484233012659881
17,0.485363528603747,0.50072278282593
18,0.529620276330433,0.52760163599837
19,0.47738413124498,0.485560507492634
20,0.483689265798649,0.4874935106189
21,0.480062860698937,0.496571420975517
22,0.503074730505888,0.508739389052399
23,0.48860156522972,0.493690441232031
24,0.515227786842458,0.510694270717946
25,0.51179593715782,0.507637305810087
26,0.48885165585424,0.491390866148957
27,0.473291486014105,0.467623806669635
28,0.5072784104208,0.513479237824809
29,0.501239814776247,0.506525228792695
30,0.494630073075225,0.491804658210258
31,0.503401917343124,0.51510693807612
32,0.497535251213107,0.502686804113038
33,0.477916414454934,0.468446688189506
34,0.492237486739269,0.5023407643811
35,0.484447457053572,0.496445245864211
36,0.490851751822006,0.489215153039091
37,0.529299179334791,0.536111112169006
38,0.493853349418809,0.493292325830982
39,0.506882622541918,0.50998195762894
40,0.513418870519201,0.506873854344715
41,0.498164903710649,0.499024227754914
42,0.491359493437656,0.488991700277881
43,0.509154331705284,0.511882889203553
44,0.530430489271415,0.527721016559947
45,0.480674799057004,0.480120382028148
46,0.441880872706576,0.436433333076031
47,0.481818553406895,0.488314708754129
48,0.540367865304925,0.541746023960706
49,0.531015209504384,0.52435550916556
50,0.507279922138859,0.511300133792649
