"r","smle_param"
1,0.516398618083461
2,0.540311422988649
3,0.515604458008931
4,0.511416430241458
5,0.524529438157882
6,0.494048157072343
7,0.540177564697015
8,0.523807523835637
9,0.490874933316769
10,0.489768260657547
11,0.46575018033509
12,0.535744589922495
13,0.521268825413789
14,0.502113217257206
15,0.487225375736712
16,0.479458328463017
17,0.501053994981242
18,0.510926196544336
19,0.507100539988316
20,0.528139347402639
21,0.49949155176822
22,0.501796360657073
23,0.476934675650535
24,0.518091508046727
25,0.508903268281398
26,0.50044951207548
27,0.484211718577527
28,0.526121007418345
29,0.479371134035935
30,0.482820140889009
31,0.526670809615396
32,0.515537534183502
33,0.509737878616002
34,0.508041844644788
35,0.489319743427192
36,0.508387883152868
37,0.523198673558749
38,0.534324737663417
39,0.512207646560253
40,0.496921328639265
41,0.503767646876978
42,0.479040899252792
43,0.512702225921595
44,0.515490139891937
45,0.497403816510859
46,0.531194305889948
47,0.468552337050916
48,0.520565349562255
49,0.514216849008781
50,0.468007071196001
