"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.505688402108712,0.500708698998112
2,0.522854442227737,0.528889136271872
3,0.526625876484345,0.522359307017846
4,0.504178172004862,0.516180882561372
5,0.476242135031566,0.484538794293695
6,0.514358672836816,0.51160921742188
7,0.473930390680779,0.46905500960409
8,0.49347829950675,0.492769360434777
9,0.505333072956603,0.51215574426123
10,0.476394241334021,0.474524644476032
11,0.467099975521748,0.465834233607375
12,0.510659265282313,0.518811038986127
13,0.48617031446234,0.492168031060184
14,0.484443304160516,0.492062079722234
15,0.495893894394966,0.499735594010309
16,0.528834252123357,0.52491128759703
17,0.496533455755457,0.495746543910954
18,0.487583179466018,0.48456028747858
19,0.510112591381697,0.504381619003973
20,0.509593849507382,0.514937631191938
21,0.486808787864392,0.491363627478535
22,0.485569885318277,0.492659992184418
23,0.494023296018659,0.496773958432086
24,0.50068341815194,0.492978999822621
25,0.494932245077874,0.494497426166646
26,0.489251909699207,0.474116999358391
27,0.51396726555842,0.516136222629202
28,0.521668384394709,0.518245933067168
29,0.490072515282958,0.490212130488088
30,0.467985746951459,0.467110621793829
31,0.505877988442972,0.504646851421292
32,0.489404717573795,0.486476795802589
33,0.483494439348174,0.483753682315788
34,0.525048969694494,0.529806827276125
35,0.485712029816104,0.497749345452579
36,0.507562258511629,0.506678992649181
37,0.495869085221317,0.491514430865834
38,0.510712892466258,0.520669742508186
39,0.522893534078808,0.527440237934717
40,0.470166269302389,0.470187320937578
41,0.506310989763114,0.499185244331102
42,0.512107852731168,0.51769098488658
43,0.515330407537503,0.508926754030687
44,0.487084274551381,0.477010942455306
45,0.527368785056047,0.522581892292438
46,0.480848926843429,0.464875262817275
47,0.51115806988437,0.52365901638788
48,0.493228525781013,0.498239500129086
49,0.481496904031138,0.475266998972953
50,0.469699337243644,0.474476840640951
