"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.486105156500493,0.488515218994553
2,0.505218135875089,0.508274654610345
3,0.504600022847348,0.50173925519436
4,0.502604981992459,0.495788609866942
5,0.511423340512442,0.516396206608171
6,0.482027390544181,0.482975991841509
7,0.538656195764189,0.527396492547927
8,0.521590942609342,0.533558086406396
9,0.508019064284687,0.499535252009648
10,0.515872738353171,0.51991630743716
11,0.479029067474987,0.480707058014438
12,0.545245136694303,0.537232742222253
13,0.499275453560459,0.512170242268182
14,0.462273665142444,0.468676213372019
15,0.510650708922643,0.50874085593832
16,0.534403758728211,0.527711639896213
17,0.516215262693943,0.50950274960323
18,0.525261035294193,0.519883840246605
19,0.50482582226734,0.51868531761809
20,0.489112090496129,0.495599155792028
21,0.458346438957405,0.460758397259577
22,0.545763818824817,0.536482330810708
23,0.485990770362455,0.489920904984509
24,0.561462976094799,0.558468102781395
25,0.514633828444845,0.515217301806039
26,0.521026045946727,0.522462367649586
27,0.544682461666485,0.556735001217326
28,0.461885683898948,0.476896191050276
29,0.465710196194302,0.475200530190513
30,0.477550001729872,0.471850417615562
31,0.493654192473052,0.508396083542539
32,0.486108497058305,0.479900786699957
33,0.47491939789516,0.481983451246804
34,0.50081638010682,0.507172791010121
35,0.509172465799453,0.502806724310416
36,0.506675866741065,0.509974575170683
37,0.518005517861647,0.515472543832356
38,0.476894175253358,0.469252823467961
39,0.508153218261614,0.509614878373526
40,0.525710321754396,0.524058568466419
41,0.472240057195944,0.470846655180076
42,0.466288514302083,0.465453459905427
43,0.43259352020183,0.439192700614302
44,0.488125295630932,0.487035012845371
45,0.492172875557947,0.497560980456315
46,0.47690309272661,0.478070250268319
47,0.478320410844932,0.473949661763166
48,0.451599454108088,0.457272688100752
49,0.484873965514214,0.48258924462822
50,0.5439801301067,0.538630053362161
