"r","smle_param"
1,0.521495168290586
2,0.516118567104629
3,0.503465677024452
4,0.499213414569062
5,0.438621181000384
6,0.507459410443317
7,0.497637788314103
8,0.545445759449465
9,0.480950021982297
10,0.499046714711063
11,0.470991390460119
12,0.508495915336376
13,0.509514473639251
14,0.508801734405026
15,0.508120175148869
16,0.481412656309602
17,0.506422596342444
18,0.479608762170761
19,0.495559379327533
20,0.522718972865299
21,0.505352022297791
22,0.494414484033956
23,0.481592931378606
24,0.515128971291035
25,0.509673698964846
26,0.513549373800704
27,0.503109749284418
28,0.494321930142779
29,0.48142688200584
30,0.508870164179284
31,0.568442019536546
32,0.519526325137338
33,0.488962875568565
34,0.501667796284196
35,0.485182303136257
36,0.480635621749639
37,0.506900067155567
38,0.509404519801217
39,0.504613519513008
40,0.508867466547405
41,0.512109573829153
42,0.511892418175739
43,0.478214102428063
44,0.499270752151439
45,0.526691289523944
46,0.498272513933696
47,0.52790026131429
48,0.511976263109406
49,0.469089232187403
50,0.527157049824408
