"r","gs_nonparam","gs_param","cc_nonparam","cc_param","ipw_nonparam_Yonly","ipw_param_Yonly","ipw_nonparam_Zonly","ipw_param_Zonly","ipw_nonparam_YZ_main","ipw_param_YZ_main","ipw_nonparam_YZ","ipw_param_YZ"
1,0.482310913847044,0.485743997863749,0.515452771974958,0.518653296882274,0.509000331336383,0.236943652630393,0.469879481219483,-0.137757470083791,0.497976957906491,-0.225406296103896,0.49463072051819,-0.240228230118221
2,0.519796762797007,0.525079492870057,0.546149483343097,0.555967989402424,0.539960690084738,0.323030325017979,0.504380909885687,0.0882359499955564,0.530781331153701,0.0145973891143167,0.518715241988992,-0.023653727300186
3,0.543260378129346,0.538816404656663,0.570247707674168,0.559287680254117,0.561674365865111,0.183519536898787,0.518108261026559,-0.353458306609583,0.549925293587732,-0.505407534841672,0.546838877119923,-0.523311805413024
4,0.481136728961194,0.485756302615944,0.510566021493555,0.518962832660653,0.487278323928019,0.103703554137864,0.439250689383979,-0.130035432686191,0.480291250166505,-0.291309256617883,0.47409966985012,-0.315715642467202
5,0.515411796479292,0.518558588232937,0.548160055390309,0.548138596781434,0.534294192373373,0.152472607203142,0.485731202203658,-0.219386397007047,0.524937610248193,-0.367815291229917,0.518744237390952,-0.39579352146612
6,0.52024915630614,0.517918714369991,0.532752231937028,0.534481370151074,0.524502916792857,0.174303045465333,0.478674802836007,-0.227045125834863,0.513766175095053,-0.371578390763884,0.503219091739126,-0.42411627930347
7,0.508380087034288,0.509671079527048,0.540201846265296,0.546757520350521,0.522097150031196,0.247297073680481,0.474291938009332,0.16451497814463,0.51687324357445,0.063921816173848,0.495420941563409,0.0106337655915965
8,0.511483465290227,0.506822566755657,0.54840894387873,0.5459710472174,0.523023566278088,0.227693587334324,0.480971728598777,0.205061268647102,0.519438303571467,0.0923975897943589,0.501414939260691,0.052647922513267
9,0.47174325954962,0.484831063048637,0.513485801550749,0.526540250510044,0.511725439372891,0.243806744653497,0.468471464761159,-0.218775888043795,0.499244595713919,-0.347385638951151,0.476367519041523,-0.468453410214998
10,0.492199366859555,0.493303575136838,0.506379520886893,0.508172687966133,0.497429223188888,0.0930377825002232,0.450804490407539,-0.638960581637461,0.484438902276088,-0.83762044987967,0.477734066098287,-0.89318645810592
11,0.478336212473154,0.484673427092484,0.506864240928311,0.514184929947561,0.499506993321617,0.209480792878244,0.45994521438264,-0.325592909969606,0.487921863941076,-0.475076937999624,0.472477661516447,-0.574355722210595
12,0.498850228617733,0.499723608660276,0.510528778057142,0.513000312061036,0.491887648628102,0.172427590413431,0.449350455805654,-0.109135188692512,0.483965468668033,-0.219962640490494,0.485897993771191,-0.212987321443558
13,0.474530242341317,0.480159028447038,0.482944874272739,0.482574663586953,0.476449484191287,0.156208887636676,0.433971513485931,-0.907988887761052,0.46285722974943,-1.11216313574066,0.468157906762439,-1.03994772226188
14,0.520397031820297,0.519015016986066,0.5399049092354,0.53844858774894,0.542757561595071,0.189421598709902,0.500519931668247,-1.2605595283866,0.525880022708966,-1.64009091610324,0.517978231546562,-1.83003812964503
15,0.487092549563829,0.487708344977693,0.52081672682334,0.522528488087937,0.501764496229955,0.0961260665635222,0.455099221404285,-0.525081972612633,0.49135340672412,-0.807983967578577,0.485140141358904,-0.854204507431143
16,0.475660030345965,0.480218054152118,0.479476881193986,0.486281722495347,0.472873836758166,0.194274595356812,0.433206830154941,-0.362895970954559,0.460948319760141,-0.439652253480478,0.474970701702763,-0.367855567144313
17,0.50249975341445,0.503056765259655,0.553662201552321,0.553332555908943,0.555233111227176,0.224396788719079,0.508771913385516,-0.412051120227271,0.54102238621889,-0.638559066748332,0.513827391728384,-0.860705585388014
