"r","smle_param"
1,0.478973114364632
2,0.540478791576486
3,0.492574559262562
4,0.488645749195712
5,0.514081230752484
6,0.513563885255811
7,0.456488071510713
8,0.526597940115077
9,0.511176943012159
10,0.484531139838199
11,0.487031983222087
12,0.540846860495846
13,0.459687759572592
14,0.519311227885707
15,0.495642505397635
16,0.513558530886791
17,0.497480859293398
18,0.509686676783095
19,0.456635223386112
20,0.517041761714568
21,0.553648542803567
22,0.519827230359825
23,0.480679398769991
24,0.526435836935619
25,0.498117834098171
26,0.530827446550978
27,0.48422811949356
28,0.511620579546856
29,0.492932330592317
30,0.469168742976877
31,0.523850168360036
32,0.484256284492288
33,0.530580595022532
34,0.507478657107004
35,0.526528056324737
36,0.528042429606597
37,0.51393706174003
38,0.528543618284549
39,0.490564665999238
40,0.533728234898555
41,0.516728919489497
42,0.471292306784716
43,0.538203473221968
44,0.489541024852188
45,0.511056404250979
46,0.464590463974187
47,0.466049562762612
48,0.516692505172354
49,0.475137341932648
50,0.504799459139757
