"r","smle_param"
1,0.520527768465468
2,0.504764189745435
3,0.493500079489497
4,0.510307408260784
5,0.469548632887224
6,0.49924826414288
7,0.52249829241632
8,0.516147922911377
9,0.555961185188393
10,0.521701109149931
11,0.531787358849667
12,0.53613484068214
13,0.502115582335389
14,0.460727402359089
15,0.479260793861978
16,0.478729684140435
17,0.463350665317931
18,0.510262756598733
19,0.501307528444612
20,0.503125516864245
21,0.499360819263666
22,0.518548729544303
23,0.524576799120033
24,0.533518913899867
25,0.509428792548403
26,0.54685770331111
27,0.49554311385297
28,0.470683552243962
29,0.514081367911503
30,0.487033084507799
31,0.494489617321021
32,0.525757183059924
33,0.500431263921295
34,0.500482264856945
35,0.508197733882959
36,0.45805214168013
37,0.517448002918271
38,0.483564523396799
39,0.502135809011115
40,0.5246814243546
41,0.4894038861406
42,0.488854498661499
43,0.495273492523188
44,0.543388610183429
45,0.481820149802326
46,0.498102709651651
47,0.496996772381672
48,0.492163776960427
49,0.501643870216127
50,0.523047566841314
