"r","gs_nonparam","gs_param","cc_nonparam","cc_param","ipw_nonparam_Yonly","ipw_param_Yonly","ipw_nonparam_Zonly","ipw_param_Zonly","ipw_nonparam_YZ","ipw_param_YZ"
1,0.45849631568706,0.465540910528877,0.494532672489701,0.502259994626945,0.591593042278677,0.457432085012993,0.49453267249077,0.502259994626947,0.451234299668774,0.459790228076864
2,0.506800963237066,0.509665728454258,0.517502234352726,0.517966059920407,0.631814065476748,0.476353314363655,0.517502234353925,0.517966059920406,0.503597140499935,0.504854418000683
3,0.530947651132284,0.525614614034589,0.546919503185992,0.540873505628152,0.674871678779289,0.484338751466588,0.546919503186797,0.540873505628148,0.528954574400899,0.520609502504733
4,0.519401462280606,0.513932253522453,0.555246453395999,0.550371574169356,0.645387051388879,0.516622215838235,0.555246453396801,0.55037157416936,0.524290517440502,0.518654066577677
5,0.466110770798012,0.469672434717462,0.490588002083201,0.495115003849745,0.58617806766681,0.446066833063744,0.490588002084215,0.495115003849749,0.445264205443465,0.448888864865059
6,0.50060166793489,0.497624893967758,0.537193055823508,0.529549329699267,0.666600107857542,0.491080548730158,0.537193055824286,0.52954932969927,0.50270201903034,0.494623162986876
7,0.495394459203568,0.501124884506233,0.525109123210163,0.527912064362578,0.629912160603219,0.484080651933965,0.525109123211056,0.527912064362582,0.494388378333754,0.49722973793974
8,0.49665517908127,0.489616372158854,0.53269007188208,0.525515333050839,0.633308018615977,0.486104142569396,0.532690071883103,0.525515333050833,0.493932892818674,0.4868181045617
9,0.488334267630806,0.491705759329982,0.52260485487403,0.527039525533471,0.580168231967519,0.493562988890422,0.522604854875145,0.527039525533473,0.491057680338899,0.495747813219132
10,0.503664173115256,0.497175088295896,0.538654996572148,0.52988360985843,0.667643265599931,0.491120478668358,0.538654996572968,0.529883609858433,0.505746817592154,0.495033915718696
11,0.524345208127535,0.526936655284843,0.540103280763917,0.539048484943213,0.620693018638578,0.501047851475252,0.540103280764847,0.53904848494321,0.52838082537485,0.525998206684942
12,0.52087202841169,0.518860528050744,0.537114263009639,0.537047155173309,0.564812217965146,0.497655987032834,0.537114263010662,0.537047155173302,0.513460937157698,0.512801372004255
13,0.496440961956848,0.493617312316625,0.551684767362893,0.540570359127767,0.64518959967847,0.495536051022618,0.551684767363986,0.540570359127767,0.524406193775735,0.511129588195943
14,0.512372414740114,0.516673152079075,0.537250485067361,0.545886411783923,0.613314538088481,0.508742240864149,0.537250485068191,0.545886411783921,0.499845689193557,0.509305475295463
15,0.507217914390315,0.511835874598916,0.54535183157205,0.546614747789907,0.591158016346761,0.508409671619785,0.545351831573014,0.54661474778991,0.515265195411942,0.516480306537218
16,0.537480713299091,0.542401574991267,0.580586988930526,0.578807160785668,0.620089821275728,0.549665980825759,0.580586988931245,0.578807160785662,0.536215810661391,0.534963565835692
17,0.476681010968671,0.48362323500824,0.519994933445526,0.524608440321176,0.632657703134702,0.494983230372046,0.519994933446685,0.524608440321174,0.483759795126278,0.488927839435937
18,0.461767821923591,0.46071923925304,0.505327974734535,0.500758322346731,0.579438672955079,0.458350874791095,0.505327974735701,0.500758322346737,0.460906720659385,0.457095732317613
19,0.480068967174825,0.491529642581731,0.531852540576336,0.545134136228659,0.569126061117666,0.511108117765501,0.531852540577423,0.545134136228663,0.478612066271279,0.49585270889867
20,0.504331358410061,0.507613628940058,0.548727438952175,0.546362782438084,0.606614633106747,0.509990593144385,0.548727438953173,0.546362782438076,0.510656493702368,0.509333299103391
21,0.495553500854393,0.496283493090131,0.525786344899325,0.528353961403029,0.65134856436991,0.487930954874883,0.525786344900372,0.52835396140303,0.497274589380064,0.501500172545477
22,0.439306949131655,0.440779370720527,0.480222604050039,0.481597595884043,0.579298253454589,0.429067541854378,0.480222604051371,0.481597595884045,0.447951695347337,0.447591111403477
