"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.485000039125573,0.473222837073379
2,0.488803361814633,0.488449414318167
3,0.495087160879139,0.483265437635867
4,0.484438651463064,0.481314886334007
5,0.527758830215181,0.524112103154113
6,0.460902714335162,0.467851353696625
7,0.491102810099696,0.489648633683036
8,0.49393459965517,0.502818527034591
9,0.524881216148638,0.525257573171918
10,0.520046760910439,0.512853828441118
11,0.528769183452061,0.527218182812697
12,0.487235273479562,0.484156215059925
13,0.476019062736923,0.468048616420508
14,0.533888233198653,0.537415493488906
15,0.478929810034678,0.47792737879854
16,0.479429221990316,0.492662596876854
17,0.49790108755121,0.492890425142325
18,0.499114583041008,0.488183508257
19,0.497854786662931,0.501957746256576
20,0.494424016589868,0.490837609404533
21,0.479708034089913,0.484368994365277
22,0.524365348192796,0.525282886856616
23,0.463611837884326,0.472039878284322
24,0.560165183662496,0.544389508028812
25,0.500289549976899,0.511370587247534
26,0.508574044956724,0.51391220637031
27,0.509903076873457,0.516002687337204
28,0.536135033915963,0.539647506671512
29,0.501815884488314,0.495294695273116
30,0.478090677622912,0.470252868318612
31,0.479125617765019,0.473202381417323
32,0.504195511113293,0.497351314074871
33,0.496726954052756,0.492540326967706
34,0.482152968875027,0.479173689270504
35,0.576794290501226,0.571534825026851
36,0.527204581301569,0.522406758592883
37,0.51330060630535,0.520871680695932
38,0.50251176812557,0.508341424035696
39,0.463128005371021,0.454116846653665
40,0.506618951321352,0.510665588331944
41,0.506464558673619,0.505715471775771
42,0.486608819276408,0.487221395034775
43,0.523154144183897,0.51995871993115
44,0.494583876172455,0.502739263609941
45,0.497900814461455,0.493374962921092
46,0.537741796569461,0.530981838518656
47,0.514691242037724,0.509233839402252
48,0.495847585838925,0.492595943200876
49,0.490433487277476,0.479548971178528
50,0.520430118977535,0.518508412180535
