"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.499535678809289,0.497606944514798
2,0.491953622578405,0.486502779362943
3,0.515629819239448,0.515231845833071
4,0.462608955020317,0.460979094449937
5,0.461031441380573,0.472898991554226
6,0.530135303907032,0.536713119713389
7,0.473973877532373,0.461357673531934
8,0.509215883637971,0.504496319755819
9,0.520200330423324,0.518580065081824
10,0.495909209626612,0.493240346507998
11,0.542559166220176,0.543555131264508
12,0.524451263413359,0.532368302793757
13,0.477752991649013,0.484234752050668
14,0.474176937254048,0.4599454085864
15,0.484162782307534,0.487260536658496
16,0.476097922660965,0.462405179115604
17,0.477565765504246,0.485120077083531
18,0.49014676614593,0.496028123544167
19,0.513415294598865,0.516097855937291
20,0.51196491777434,0.515748175796918
21,0.553487386939718,0.554280130782141
22,0.492115136572784,0.50331534331819
23,0.504486052608123,0.515669773057816
24,0.49083128576438,0.496960567883785
25,0.474551577403587,0.470123867436915
26,0.475411554447046,0.470640181580936
27,0.504530924411533,0.500548669315425
28,0.482110498144781,0.496031188204276
29,0.502243952716916,0.500964372756767
30,0.509715370356956,0.510187470388236
31,0.505110108959402,0.510954757017061
32,0.470000764193912,0.471219098205567
33,0.488139892509807,0.489389327435178
34,0.507444585146979,0.505402964423115
35,0.497165245161801,0.499887786334975
36,0.477779691596167,0.484468421171187
37,0.498926350564654,0.498091249336953
38,0.491112615465657,0.495923661683604
39,0.501586786254946,0.491287413478921
40,0.513214138335313,0.51297761559002
41,0.444851600770018,0.445731811290869
42,0.471967722813343,0.464295497540101
43,0.531533270266205,0.518463718027438
44,0.530613769529731,0.531940810573936
45,0.518464657937669,0.527248980930107
46,0.549823474186285,0.537635896439173
47,0.491432633278989,0.494333818612145
48,0.498171840904728,0.483810123268993
49,0.523907696984101,0.517959029158972
50,0.540817074583095,0.544131464295371
