"r","smle_param"
1,0.500088437148943
2,0.469956465783409
3,0.489663253372292
4,0.49320169858421
5,0.507939655837562
6,0.523784493814476
7,0.502148518380789
8,0.508057912972758
9,0.493596159274702
10,0.503742067391698
11,0.485684859927763
12,0.481020622654712
13,0.514686639852278
14,0.466264650319857
15,0.485057263645462
16,0.52602866762164
17,0.492207711506973
18,0.494762845215318
19,0.49667615471995
20,0.513067335979133
21,0.535676026874733
22,0.534000878683094
23,0.491640905103662
24,0.505180624007969
25,0.526411568661066
26,0.510456443666567
27,0.512685112111787
28,0.4779960302549
29,0.496416262141083
30,0.507317835850708
31,0.558631168417329
32,0.526080014094752
33,0.480699416353081
34,0.539446010861857
35,0.513249591980837
36,0.477776331674658
37,0.516392364228591
38,0.531168954247776
39,0.485065182466238
40,0.522475426745312
41,0.52401749376075
42,0.510417950299344
43,0.48132694670174
44,0.501180861135519
45,0.50425454456987
46,0.503438436012309
47,0.516680797744507
48,0.534838457322856
49,0.483966840485848
50,0.504836896759488
