"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.51588555491089,0.516843579306561
2,0.496201043890677,0.493499728925862
3,0.514795784547192,0.505546198655469
4,0.523688117591119,0.521684030439603
5,0.511076749472383,0.498416969151796
6,0.501451362237552,0.504065827352234
7,0.527431182161534,0.528608727282065
8,0.479318514192288,0.486950008682043
9,0.456108481779421,0.462573006348485
10,0.545840532170636,0.551939445189594
11,0.518519356132845,0.513777087451384
12,0.497211592552437,0.504491001832253
13,0.484649346798216,0.482536490296136
14,0.482331208740559,0.491718367654356
15,0.504894007750522,0.502190768115766
16,0.496218786959661,0.491041188256877
17,0.507076688678776,0.499307246141721
18,0.504986849606363,0.505099703357413
19,0.52308411651899,0.522704404551292
20,0.478446649091857,0.476368136062231
21,0.527756483355672,0.525379114535809
22,0.468139453989052,0.468094361999005
23,0.449576932455547,0.44873825176795
24,0.516359087024171,0.514157971449452
25,0.482253795868645,0.48179987735388
26,0.445239607827273,0.453631691643298
27,0.505586795500823,0.506998839485332
28,0.482357803564742,0.492948260570302
29,0.459655213605488,0.456908147049093
30,0.494506497124703,0.488756534095188
31,0.516408695921636,0.50869886339471
32,0.493880563229412,0.483834114060459
33,0.488226511804417,0.489419960609824
34,0.481411765295164,0.472256927236528
35,0.491608820676674,0.497284331872779
36,0.508953724664621,0.515042634727819
37,0.49400434574999,0.500488554370819
38,0.492560209851019,0.493710747065018
39,0.520075744879308,0.51948164182544
40,0.493744136709774,0.497059559276105
41,0.508562293113901,0.519574766301145
42,0.519583175948809,0.520956178266214
43,0.507286138199289,0.50715877402754
44,0.571938467718313,0.558368346644359
45,0.513981054476511,0.512268032914499
46,0.498151817808838,0.49553857338768
47,0.507660005487693,0.505229723830598
48,0.475750113948362,0.485771073674935
49,0.506027047353949,0.513213192565033
50,0.44220218636283,0.448936348831231
