"r","gs_nonparam","gs_param","cc_nonparam","cc_param","ipw_nonparam_Yonly","ipw_param_Yonly","ipw_nonparam_Zonly","ipw_param_Zonly","ipw_nonparam_YZ_main","ipw_param_YZ_main","ipw_nonparam_YZ","ipw_param_YZ"
1,0.537009232458784,0.543850542900123,0.577459949595759,0.580397874889002,0.576079625066024,0.248884999619133,0.527420856081511,-0.306326157601093,0.563494231059345,-0.49904049570079,0.545236256433433,-0.632774767278537
2,0.491297496488726,0.49681498726227,0.514280074723643,0.516614465257977,0.497570074174128,0.128781156431371,0.453211108080346,-0.485784734553329,0.486740443136375,-0.698425408660395,0.481623820069265,-0.737951114986521
3,0.529594157280876,0.53380382145059,0.533820130549039,0.540522028449722,0.52249047866982,0.30342148058403,0.485015961703914,0.135937823521577,0.515333815217016,0.0646970126259889,0.512348250758475,0.0564934420630137
4,0.47401758946998,0.478154223443405,0.46832929615786,0.470109106392465,0.469886987855265,0.226815737924314,0.433897470756939,-0.686457593304057,0.45406363705614,-0.78415638400195,0.469709715476399,-0.651495216713803
5,0.474572405162509,0.469899861099828,0.476537075307705,0.465839133963778,0.470987567736901,0.258535756568892,0.444334121258005,-0.0977974894324427,0.460750972047855,-0.156733894273627,0.462188442362002,-0.151559391114394
6,0.477145663273876,0.482666112444375,0.526935447058124,0.537688626883242,0.510664187282104,0.214682532027904,0.459345163708364,-0.124662867407879,0.501771049864863,-0.307066379806427,0.490012944900821,-0.364091258019679
7,0.513218628687783,0.514069749236755,0.535902325993893,0.534112231813484,0.528152447119008,0.191604747111424,0.480761493028167,-0.33629152596063,0.516164577270535,-0.448702944923584,0.519017679348483,-0.43279698760738
8,0.531968213419403,0.533168229938029,0.575760849635997,0.575378710298714,0.582925508394997,0.209682897942965,0.529943305658204,-0.504468947808744,0.567876152120997,-0.783424589698895,0.535582077127094,-1.08082608233611
9,0.514440049466661,0.525692929754406,0.559355117125749,0.566418648699308,0.559699007015021,0.368672461582674,0.531956998197487,0.236003008845141,0.551714576021039,0.181427999899685,0.520527619889723,0.10883251874234
10,0.490827171356719,0.487308076270906,0.510328002867801,0.502200970206323,0.501961910295088,0.0967997055752933,0.450024597341439,-0.930138423363418,0.48822631150681,-1.27212747819149,0.486485739551114,-1.29461854934761
11,0.4844953262641,0.48543001955767,0.518587159130207,0.516647270281968,0.516976384752628,0.210068989336294,0.476282032110246,-0.504814185029593,0.503172218956474,-0.679438491170195,0.486334990430356,-0.824256611116659
