"r","smle_param"
1,0.535866029610217
2,0.50487745734413
3,0.469094129925589
4,0.508593263871326
5,0.519511647854228
6,0.458109456542329
7,0.46392817281579
8,0.483441479804328
9,0.5087392547357
10,0.513446163684633
11,0.541449162428804
12,0.507141785947546
13,0.470710010259817
14,0.534465858874457
15,0.49846569952742
16,0.49879885782936
17,0.475880575763885
18,0.52521269825486
19,0.493270288972682
20,0.525676753805063
21,0.502764515767126
22,0.465328482599397
23,0.546122160308399
24,0.496938826785806
25,0.454280574977894
26,0.512749829980563
27,0.491411493529635
28,0.489259777639972
29,0.493863216566182
30,0.518059786038452
31,0.490365439948152
32,0.480152970201114
33,0.503960312376232
34,0.493965838115124
35,0.51177939728986
36,0.539317301904604
37,0.504145290721977
38,0.525474367456259
39,0.510134353758844
40,0.505837393197772
41,0.519506685118992
42,0.482280338157816
43,0.520199577609831
44,0.519224424453257
45,0.492868938548549
46,0.512697708478064
47,0.457212338699012
48,0.447404443906136
49,0.477366074873119
50,0.545398362821587
