"r","smle_param"
1,0.509940300492723
2,0.524035409429741
3,0.492687875071394
4,0.506041197819217
5,0.506908872503673
6,0.486807987534272
7,0.497508775854763
8,0.498824195075137
9,0.513995618823884
10,0.486660152033818
11,0.504048155761643
12,0.500065010084974
13,0.496107801084327
14,0.499573132397547
15,0.511636256355644
16,0.49597819766548
17,0.493681167969007
18,0.538645269100365
19,0.512600804848643
20,0.490383557111866
21,0.50203266516108
22,0.524396809363558
23,0.504309635437912
24,0.512162704891766
25,0.510990053168187
26,0.427467502311921
27,0.504446827648944
28,0.492320705118771
29,0.536580845300792
30,0.471449524698902
31,0.486806256389721
32,0.511776268385111
33,0.51058162906782
34,0.523262163445052
35,0.50132931998285
36,0.537011716329388
37,0.503811500642849
38,0.525580539950782
39,0.486209994918686
40,0.508397045374208
41,0.483307861414789
42,0.519880097008863
43,0.456831088123583
44,0.537437282543583
45,0.528005551594664
46,0.473910905801039
47,0.475771364047266
48,0.51670974206011
49,0.486191180405378
50,0.522324414122689
