"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.47398863502404,0.463007620236535
2,0.496101794692637,0.493343783112667
3,0.529905906786516,0.542215493802481
4,0.477280146972205,0.485361700190702
5,0.46685539171195,0.478968698605436
6,0.499398716960762,0.508162631141187
7,0.493184511648011,0.492475003997414
8,0.527029702652901,0.531860825306228
9,0.486198016439726,0.487688983008146
10,0.513349017610023,0.515002956916602
11,0.501081287305945,0.493535071005571
12,0.505798002351734,0.516451947604511
13,0.476709384897616,0.490754318522213
14,0.528751891267754,0.519504381543952
15,0.539049225211679,0.548005115917846
16,0.490907308410523,0.496264817237435
17,0.48217374605709,0.486265543915885
18,0.484883920612058,0.481899573431959
19,0.51254720163826,0.51057560918747
20,0.497526843119516,0.495099633117021
21,0.49984397748511,0.501794099269426
22,0.519766495398529,0.512066230459983
23,0.524396828406295,0.520179483704603
24,0.494934773862883,0.484761223809518
25,0.5302785740114,0.525880001716166
26,0.502288105332515,0.498345889731957
27,0.483917072559116,0.487439969202772
28,0.49381124288853,0.488315780781895
29,0.462810483288943,0.452194604106581
30,0.503618192670782,0.511976898224841
31,0.516750211377375,0.531983254735652
32,0.518129987823588,0.509317485822027
33,0.512087971440093,0.514264983419758
34,0.517690774409347,0.520116542081822
35,0.504726034903798,0.511673280245554
36,0.503848648978521,0.494423089294975
37,0.52381480382514,0.519541510160097
38,0.525357347294641,0.532544114569789
39,0.536353496271746,0.518101679477673
40,0.51409496029614,0.514763903156422
41,0.482385032516837,0.471606841435734
42,0.511436541119908,0.520253207214306
43,0.500080988071705,0.49566806723055
44,0.489178576076095,0.497556925639817
45,0.517321912899147,0.512318542727166
46,0.471292316761998,0.457473918356225
47,0.520032995510503,0.515079380636528
48,0.524256291597957,0.522495524329235
49,0.509637122669998,0.509315166808989
50,0.530121729674098,0.527507554317873
