"r","gs_nonparam","gs_param","cc_nonparam","cc_param","ipw_nonparam_Yonly","ipw_param_Yonly","ipw_nonparam_Zonly","ipw_param_Zonly","ipw_nonparam_YZ_main","ipw_param_YZ_main","ipw_nonparam_YZ","ipw_param_YZ"
1,0.50477355570868,0.502611688049314,0.526488939468396,0.523948208324952,0.521381374954326,0.481835328469142,0.477971413544771,0.523948208324944,0.507624670462429,0.504901877741664,0.512063559405682,0.508684342727305
2,0.49859943275423,0.496656639054865,0.53644997502938,0.535576734853896,0.520690186952046,0.49402107401234,0.476589216883015,0.535576734853894,0.512936085671927,0.508742073354865,0.498299132279806,0.495049498952147
3,0.470098914528125,0.46737881518921,0.490908334923096,0.490020914442427,0.485082989372909,0.448492272449896,0.447704138898711,0.49002091444243,0.47199019412514,0.47189948920424,0.465037095459822,0.465290092779634
4,0.511677052320425,0.506825205521872,0.556315112224771,0.552558155636744,0.534053628958438,0.513825067555316,0.496570588774991,0.552558155636745,0.529516419702911,0.522819313781145,0.521420257108677,0.515590451281175
5,0.495842043821062,0.497006932102681,0.519900386727177,0.519350933209877,0.508372558299453,0.487351657250085,0.468287838971091,0.519350933209871,0.500321455284832,0.499108698358477,0.486494576402941,0.486118309995904
6,0.506252746898881,0.510774402413643,0.523063621902544,0.525499158702483,0.523103078486292,0.487730259429949,0.490611600894934,0.525499158702489,0.509233163500886,0.511304988758688,0.504244788762769,0.507022057648477
7,0.485006940595243,0.502664333193496,0.501400619726286,0.523232910352062,0.486276703582448,0.484769133993635,0.450673993446616,0.523232910352063,0.478132395795466,0.499750812008027,0.47475955796355,0.496660766269956
8,0.492891398919536,0.496216288391135,0.517381163020832,0.519506358972958,0.51284716025123,0.482603114922171,0.468829868394631,0.519506358972954,0.499849349016277,0.50093503894749,0.492728656848393,0.494543479416461
9,0.510307878277902,0.502337939577684,0.544534266618681,0.531947363602757,0.529799257878654,0.487564089239289,0.483328076727043,0.531947363602761,0.519673342244554,0.506973081205947,0.520092717115525,0.507332843198759
10,0.519645319554481,0.52250997749103,0.53955539386289,0.543839899085044,0.533033381416896,0.505809168792255,0.487943075410595,0.543839899085042,0.521160964197443,0.525483050584034,0.516526089677644,0.521642499876808
11,0.477640262374452,0.475830036936293,0.495641604753033,0.49570667656864,0.495524795059854,0.46090136654346,0.462288760369171,0.495706676568639,0.482271399795576,0.481100927808475,0.469255099498904,0.468825607180918
12,0.498601743667228,0.500741430150417,0.532152867946589,0.535646098516542,0.522532649709296,0.491716173289654,0.483485717455201,0.535646098516548,0.51191489751677,0.514962852902873,0.510511998661989,0.513770283212989
13,0.501050254269235,0.501045571332615,0.53131502018461,0.526660149558224,0.53524557843586,0.493743537388379,0.49004702138556,0.526660149558222,0.51852329551452,0.513695132393835,0.511975829099334,0.508086698805245
14,0.480488772917446,0.480814347738204,0.515893040759786,0.512365534048418,0.501324793991599,0.472317079669416,0.461680064933203,0.512365534048414,0.492619810397521,0.488583607805459,0.478613424236969,0.475269534161189
15,0.489947173552665,0.488634838680891,0.511669794068726,0.507821972206306,0.50174167068578,0.465046104721893,0.455782818403744,0.507821972206311,0.489541440869317,0.48580377826703,0.486202629726751,0.482842115114141
16,0.543516360656822,0.53163112143234,0.589722275013367,0.578852332923231,0.585302629719556,0.541545793737197,0.551003128024999,0.578852332923227,0.57598407532909,0.558889614217882,0.560332267606088,0.546203468778619
