"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.487463937417938,0.484916547335031
2,0.487845371155541,0.485635994960009
3,0.484269604868758,0.484792229637814
4,0.502191094412201,0.502583286937587
5,0.490293089003992,0.496880767193969
6,0.531321112843079,0.529118378128638
7,0.455922583199167,0.464498339038749
8,0.495872658573536,0.497264577013275
9,0.531916472778537,0.528463989012407
10,0.501168773051259,0.502912417812488
11,0.551084822226927,0.546316900518647
12,0.512450185304358,0.522623859814158
13,0.538054062282687,0.533029908492438
14,0.489210449665303,0.483517488301038
15,0.484427299568215,0.491740914071192
16,0.473612243033708,0.490401039260738
17,0.475514530609266,0.468888544508058
18,0.459460915822034,0.463982693344627
19,0.508623590606742,0.510288443818624
20,0.524293783671448,0.522635214318136
21,0.534925080247987,0.536638458061071
22,0.504121145475059,0.50200065627734
23,0.462422813730579,0.45069002851953
24,0.486147389015789,0.495593636626144
25,0.51981824780036,0.522838984069011
26,0.505367032877114,0.504431170874275
27,0.49568712454277,0.503133035128
28,0.543678094734085,0.544279558391911
29,0.483450233890159,0.469536016948187
30,0.516676931887014,0.513010664957159
31,0.527530222864252,0.533202587993553
32,0.470126649082646,0.458160438907314
33,0.509781646983114,0.512595621210137
34,0.526260654475468,0.508592131324986
35,0.464469933065806,0.467826757923757
36,0.533352332247794,0.524707199311002
37,0.528671601476559,0.522829232786316
38,0.509807802621174,0.509158800842333
39,0.530820627578872,0.518976737416478
40,0.509376763830404,0.504302008009597
41,0.487461501898772,0.491432707994806
42,0.468002192788728,0.472124527796791
43,0.455355398726075,0.467378462084135
44,0.470354813772031,0.475852320628866
45,0.518263329107155,0.521361680320961
46,0.518002765083279,0.522458663578305
47,0.437247897601519,0.449894699933678
48,0.524898825121894,0.519384525249088
49,0.496058694113349,0.503993906768472
50,0.500265065998657,0.508647150121241
