"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.519907737056795,0.528661501266224
2,0.438744131255471,0.448893486074766
3,0.4821693196524,0.488676596109798
4,0.515847507686785,0.530942012658232
5,0.48969539148779,0.488901717977728
6,0.544906522998979,0.543656349492719
7,0.471015608992918,0.464220610916151
8,0.536382295346432,0.530592204469904
9,0.500290804491947,0.501521441724068
10,0.458244049962883,0.467733324249725
11,0.487992201957202,0.485196984706074
12,0.514217748802872,0.515774039920742
13,0.561040553588952,0.563328215718211
14,0.492200214288763,0.495103771085951
15,0.497627726005659,0.50284723847068
16,0.478148172447188,0.48852901389388
17,0.52798879345101,0.521313655359654
18,0.522949891301988,0.511208589454799
19,0.489273458101728,0.479862771584466
20,0.469042395791063,0.468183430595863
21,0.474991722617878,0.486839802491057
22,0.467879102832698,0.471616940631193
23,0.466365725666642,0.464593474516628
24,0.493277489777669,0.491209363198601
25,0.533045151432575,0.532143213271528
26,0.428844604815726,0.431265223273736
27,0.517073995336685,0.515971994845244
28,0.464802527768204,0.465808060234096
29,0.493077293671632,0.493268646927192
30,0.482104520157813,0.489263198967934
31,0.508748016032631,0.519680739420569
32,0.498800081685085,0.487770208958532
33,0.505320218963899,0.506829189672201
34,0.489204114998677,0.504806436048581
35,0.471500743291388,0.47164439437271
36,0.520214093801513,0.521460048321463
37,0.512982618195323,0.530501986663152
38,0.476765203961408,0.478778393681182
39,0.493558060447198,0.489299629761564
40,0.520531819690214,0.516779182672342
41,0.500265439430437,0.507517213029164
42,0.520919059543125,0.522746142957288
43,0.491888861678168,0.493659776436457
44,0.499519476216074,0.508374506068943
45,0.502768154297671,0.493353582453705
46,0.534119267834762,0.539095203845388
47,0.518812981938396,0.512764371582736
48,0.508491967670414,0.507983999724539
49,0.479176154500198,0.484265766391903
50,0.510821645892518,0.508683965073826
