"r","smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_alpha0","smle_param_alpha1","smle_param_beta0","smle_param_beta1","smle_param_beta2","smle_param_beta3"
1,12.0551277880517,5.65635266293979,0.530792807642734,4.95285229145291,5.98393355005091,2.60616729009649,-0.779138980221906,4.90653769644872,1.29935060939882
2,12.0822065915004,6.44865373230736,0.466268542631618,5.03754358335353,6.00809110419081,3.03211312151305,1.2472212048755,4.77197656716008,1.03253350395218
3,11.8806734776973,5.90721267486502,0.502788062818644,5.00680892413151,6.00718745584291,1.24326897277166,1.81068280066745,5.15300874038545,0.818191773697089
4,11.8741977380688,5.96901737916912,0.497311943860225,5.0022507556025,5.99367052650913,2.94939101411746,0.453276829683836,4.85363491303786,1.10265174997628
5,12.10580342605,5.8560949418779,0.516257225086242,5.01992120978218,6.01978885900916,1.79516488618803,-0.228049649608779,5.03853573043158,1.21200001697849
6,12.1794599407469,5.86151652336508,0.518737567028311,4.98921872552689,5.99740097085583,3.0906530057417,-1.53836179766655,4.78349423749474,1.48317376489646
7,11.8924304904276,5.93551694647207,0.500899588923419,4.97991709422071,5.97281264101362,2.25159327613966,0.655435551243018,4.93926201418096,1.06027495946804
8,11.9082553953213,5.86686760294786,0.507327697619509,4.99090527392455,6.01536598456266,1.85434070028525,1.66641132721727,5.05551744813904,0.841622119673613
9,12.1097715872498,5.720194755864,0.527638096668419,4.98050116084222,6.00802197342572,1.35896403673094,0.188869590871881,5.10784420134936,1.11059609994283
10,11.9705119579651,6.11420278790773,0.489227962063948,4.9970646860085,5.97928136622773,2.07253150091361,1.31336108023459,5.00160700573568,0.96073235175747
11,11.9076724251766,6.31836839130121,0.469386781421515,4.99055617690425,5.98117458760613,2.662959101816,2.52645635921542,4.88241966300442,0.759817522871369
12,11.8503831616548,5.72486125309112,0.516904966278602,4.9810966896074,5.99206509701614,1.8159370814088,0.778066430355188,5.06595003871069,0.993113591442014
13,12.3966049368529,5.87535719359562,0.526051106450184,4.91685666771862,5.9965718753328,2.73320545264578,0.111134633548785,4.86744608066278,1.17233894530454
14,11.7869378969321,6.35033154037006,0.461239925424317,5.00143661035329,5.99436289875762,0.634178657655129,5.44330572240072,5.2939842567494,0.181353056858052
15,11.4980576634535,5.8870340276761,0.487997520973653,4.99771755943761,5.95495090988789,1.42089588445037,2.38778061488829,5.16153900133746,0.700170301977126
16,12.5388883323566,6.26791412854128,0.500122023388077,4.9307533459392,5.97079176329569,2.41899523634493,0.642022444037688,4.88858000931719,1.14098014842638
17,11.7182759508324,6.0286377644011,0.485535432883122,5.05685600018989,6.0089237353671,2.30075877206704,1.02050274679359,4.98572013828956,0.990365360892114
18,11.9517461138335,5.89099297571182,0.507101897948343,4.98344004537422,5.96828275090664,2.46518643607841,-0.277397698963865,4.91625396410026,1.23777764325697
19,11.9050052592466,5.86962097674899,0.506961916527499,4.98293014053551,5.98709184406435,1.41301574549065,1.48192419765768,5.12982538725889,0.880545513451603
20,11.6057458608397,5.34632557583753,0.539338045142176,4.96841897117728,5.97855391350848,3.28520876800073,-1.48254395127383,4.82216267215704,1.37445524758015
21,11.6439962482857,5.88114437030186,0.494920451286839,4.99774645350865,5.98595786356061,2.39058925725408,1.57491320729813,4.96996361856297,0.861634579317356
22,12.1227900321,6.20003834038578,0.4885634145301,5.0084905762829,6.02481503623227,2.23885290167771,1.81124460299628,4.95134822064366,0.876270738767503
23,12.0827746230067,6.44758431359195,0.466382141953128,4.98325084007818,5.99716939413715,1.54162643732937,4.15731405913159,5.09823969381892,0.459593612274279
24,12.2012198038067,5.83748987368871,0.521565059268298,4.98584107113609,6.02101689272637,1.78912399227423,0.375690940432142,5.0520251232813,1.09546190007457
