"r","smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_alpha0","smle_param_alpha1","smle_param_beta0","smle_param_beta1","smle_param_beta2","smle_param_beta3"
1,11.6208017069502,6.11848687978864,0.473488401740023,5.0004200565885,5.93593607715872,1.27239595189667,2.65254752569794,5.18845304388551,0.693129640083739
2,12.0887242637648,5.63593733571769,0.533785599477103,4.94420589594967,6.03964192838422,0.747757849505722,2.68723046243363,5.29421398328065,0.596396455839281
3,12.4272156590592,6.04634921726049,0.513459057672924,4.9791020588013,6.05232056244232,1.85783871310279,1.52197373527058,5.03686972655728,0.908672975279226
4,11.3117430424384,6.11337391412209,0.459555093217156,5.02830650137008,5.89533336860411,2.66311271458974,0.383345407342104,4.85607200445815,1.13955434204711
5,11.700422277469,5.83465348002417,0.501329666429243,4.96295905490268,5.93105900750489,2.14048551939307,0.629867503013802,5.010326512727,1.0487263584955
6,12.2464519964062,5.867945726265,0.520845243341746,4.9353974991366,5.99988013439077,1.26374933652579,1.85064180327321,5.17814088298646,0.813977784706213
7,11.5381650913873,6.01636200658531,0.478568562771196,5.01379769832351,5.92680051125676,1.43025141184723,1.32621192049483,5.11250984848296,0.935448609675405
8,11.1316206467772,5.6768746944479,0.490022623427123,4.98090277422761,5.88000208404168,2.8536418528306,-0.278920927968565,4.87117425397873,1.19572613487522
9,12.0030423320479,6.01109816793384,0.499202118792472,5.00444383119819,5.99744358405596,0.724559603247389,2.11981655137303,5.25661970049721,0.777565249569229
10,11.6445863571505,6.12279830684589,0.474193576392164,4.98566457620294,5.91956275466806,3.20448450476081,0.459345842719412,4.77667586469554,1.13594735016044
11,12.5622326563945,5.88246967199838,0.531733742488516,4.97473904717141,6.09497037416389,1.77559876819511,1.49324987657412,5.0805410015724,0.88230151447239
12,12.2250097615118,5.83614659462196,0.522605976725189,4.97343633808791,6.0465234904,1.94604878774102,1.1983532277416,5.02120967606225,0.932512864669223
13,11.8372292215285,6.15915652144373,0.479679204805631,5.02268353805692,5.97144825161058,2.24872107406028,0.870765572804771,4.93179906334751,1.05290148355332
14,11.9813762576631,6.30768558062862,0.473542484187129,5.0234195035709,5.96972589464723,2.16130141933844,1.06665535109819,4.95229774884301,1.0433192421626
15,12.5694404926561,5.90263365070377,0.530398059153667,4.9843837495629,6.09912844466128,2.5914788399207,0.466077046326702,4.88985044443488,1.09071790566965
16,12.1126398754023,6.44315159678126,0.46806380251875,5.02528750860624,5.99121142011954,1.92155619696158,2.14472979176458,5.01413942070219,0.855358384501437
17,11.9732637181096,6.25444548011131,0.477632362623783,5.06058984072474,6.02352751414288,2.77186610037311,0.767693306531324,4.85471676668648,1.08421198837846
18,11.8855800618717,6.24901165551928,0.47423587044222,5.04010516160873,5.96726359253464,2.88112749343221,-0.270746287516466,4.78582577912142,1.29357577550123
19,12.2301454791514,6.01512806922926,0.508171993580683,4.94783904451431,5.96297358890958,1.08860064473979,1.24337012481886,5.15794578169568,0.964412524635551
20,12.9550792663865,5.83600255159132,0.549520120132841,5.0155204246885,6.18086375795213,1.19977557110809,1.14258168330909,5.17321566696846,0.93577943480785
21,12.1354394937546,5.63826841564309,0.535388197638431,4.98639771387433,6.06269950955628,3.36833376405984,-0.660290541108722,4.7734218192721,1.26314813181197
22,12.0102281724979,6.19683439210458,0.48403691394518,4.98956667045109,5.96757255120627,2.50575052979937,1.00799239946311,4.9041912747819,1.03993840254115
23,12.1429855970576,6.02047452427265,0.504201460493249,4.93692658601167,5.9733170474303,1.7264608608805,1.9552435476245,5.08409966495982,0.823433548346984
24,12.1714716442738,5.8026952783486,0.523254422477453,4.96156858557713,6.02642234891167,2.812643557831,0.250806348874511,4.86191437827665,1.11897857173898
25,12.4609921598531,5.89125502439189,0.527224241150525,4.98004636985213,6.07447889155786,2.31452125535566,0.557744944792472,4.93189491132418,1.07097598767093
26,11.6465284924941,5.96193207776425,0.488093633943661,4.99822532110459,5.93578362302809,1.41076935503219,1.31687545900648,5.13385126669012,0.929341180187377
27,12.7435661714009,6.1254477705011,0.519330171153517,4.98826414484032,6.10591068372334,1.88259753661143,1.73835145688174,5.04199355236835,0.879483561061458
28,11.8599913437232,5.90770959381925,0.501879097327855,5.02191237036114,6.02758092339669,3.01873331691244,0.420183679687647,4.82601472709548,1.09271638161559
29,12.0709065515107,5.71272119471842,0.526736358173242,4.96652299313794,6.01576583107357,1.35911358908728,1.24224465770923,5.15966239142256,0.900121985378076
30,12.8346093781579,6.12423826694989,0.522834074142356,4.97439886516008,6.10825340408078,2.41802849301627,1.25358498076688,4.93904988695961,0.979144097248878
31,13.3065206908494,6.22687278036639,0.532043505208053,5.01726829831186,6.20053547489475,2.64741478513142,0.527572474404821,4.84719862928112,1.13593692166695
32,11.434731407004,5.89226899571277,0.484704206335478,4.98843603717247,5.90423006216413,1.00243535141357,1.77132994371817,5.22598564486534,0.826098404647567
33,12.5206680619993,6.11434216431194,0.511660070050957,4.97842945115239,6.07064872004606,1.59913628819942,2.26516407219342,5.0922498924423,0.773171163694512
34,12.0864917129341,5.85682367936387,0.51542401066669,4.9843099658813,6.03319743846241,2.19125863528697,1.15391481357462,4.99576755413468,0.943542616326371
35,11.8990101320035,6.10349302501115,0.487058758896655,4.97530014140432,5.94562323435015,1.66629782821706,1.57025238678759,5.06162128199381,0.911149178819996
36,11.308270583666,5.7590294230531,0.490724122628297,5.00794323897935,5.92827414132092,2.39557649828736,0.40584382677535,4.96067620786037,1.06893895174594
37,12.5088077017637,6.01461120720188,0.519169904070565,4.96557156454641,6.05473021752562,2.2567965959519,1.21891286072699,4.99679102471748,0.965789795623047
38,12.3809960326853,5.90315815011202,0.523208138139457,4.91500729088381,5.99224181204392,2.47702669013743,0.601030045950764,4.9346330940922,1.0787630191303
39,11.8096773423462,5.76629882192326,0.511731044399754,4.92608847683614,5.95020800363398,2.39530979349376,1.17321669982135,4.96864859728948,0.932399436936603
40,12.194307231315,5.75754420752615,0.527849832031397,4.9428868013905,6.00730341712048,1.7171951563998,0.987186669852169,5.08212603628679,0.965095445101437
41,11.9885926574521,6.01897213678276,0.497941726042266,4.9820237616088,5.97923548449709,2.82665178724225,0.298058399287181,4.83800080673783,1.14831121071333
42,12.7536866554035,5.97686581040313,0.531361717447337,4.98834438825807,6.10817022642495,2.46453268301927,0.317904207932383,4.91723711097971,1.134436831545
43,11.8383434489081,5.90612662749564,0.501101936011126,4.96727900559107,5.95900549454777,2.00625306135224,1.1034159048496,5.01483700546701,0.966869531033028
44,11.3036941703327,5.97461982662355,0.471445375591959,4.97755896739907,5.86747813877774,2.01013038431288,1.07867291174129,5.00466382738282,0.983604000866424
45,12.3122740074115,5.95839721192497,0.516060379395534,5.00173617934373,6.05696942193974,1.33520059219001,1.57532227627983,5.14499012558744,0.876310700621607
46,12.2375369828959,6.41060582312694,0.4761522819431,4.97889577792292,5.97784782088713,1.25267635551588,3.01434021638178,5.15091164356552,0.682132295639656
47,12.5152847621223,5.55560880407099,0.556094095366881,4.93087623209291,6.08264731870472,2.62697091879967,-0.0298893374045546,4.9098263470035,1.13275975274374
48,12.0677905182427,5.97966180285667,0.504494066762488,4.98162004614918,6.00608938553021,1.7948862325084,1.60930558612807,5.06541824342157,0.877296175991364
49,11.8113335747361,5.96331188414557,0.495119509883215,5.01202368102193,5.99220705241884,2.1157722596296,1.17130427006494,5.01015035570682,0.956102348882669
50,11.9334156147012,6.34666109016552,0.468160558964622,5.03619677027779,5.9583530120856,2.50971617162309,0.374218577228264,4.87245670988994,1.18590332851665
