"smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_alpha0","smle_param_alpha1","smle_param_beta0","smle_param_beta1","smle_param_beta2","smle_param_beta3","overlap"
12.9540240593228,5.89650055436484,0.544813215772807,5.06465514793038,6.23330744357814,2.43758806099861,0.276784127632418,4.92943255287895,1.1095950785571,TRUE
11.9691374409322,6.04403602313472,0.495031613350412,5.0873133518273,6.07093403999052,2.12528897208834,0.743304081603588,4.98181542983239,1.04195113902846,TRUE
12.9395184300261,6.26835725462941,0.515564872948924,5.06505757365375,6.18378481617315,2.08098992264636,1.30538262257631,4.98332474713788,0.979845650297907,TRUE
12.6060031108872,6.14866508182442,0.512243093410462,5.02159223297798,6.09183874136359,2.73560203671709,0.209316437289774,4.85074331100734,1.18276203422682,TRUE
12.3061365142195,5.87704805999558,0.522429476285691,5.03129906313275,6.12694114254422,2.60642896399795,1.29335228045726,4.95683664961223,0.911036239750825,TRUE
12.9328892816504,6.03959091731539,0.533005287079619,4.97345625157005,6.15591398973121,2.7004362276206,1.41541221724586,4.89986447489038,0.929771665048777,TRUE
12.715307577089,5.97279841642938,0.530267091046117,4.95864433409021,6.0843519463305,3.32172405355794,-0.26964085347332,4.73067371522323,1.2589003867421,TRUE
12.1475897476817,5.96671099233549,0.50881523690951,5.09204831899919,6.11637359623139,3.40392493711634,-0.561283898547289,4.75209982784384,1.28199782914979,TRUE
12.6624705463468,6.13628654213663,0.515395789496469,5.06065750069703,6.15505408297453,1.50446309130513,1.83978241512447,5.1142703830183,0.849001167619104,TRUE
12.4556379020317,6.01238632081633,0.517295993340043,4.99909420783035,6.08253638017137,2.81442827763909,0.535202443252299,4.85138410725382,1.0956352590805,TRUE
12.4607698804034,5.98801297688255,0.519450801647523,5.00482643965472,6.10303044247586,1.64502270433012,2.00210149091216,5.09753412287849,0.796413528826661,TRUE
12.6338459816723,6.33961608808266,0.498203785507639,5.05892997730763,6.11802547595313,2.8964030636903,0.71361995812956,4.83093181753981,1.11209211338941,TRUE
12.9699510491846,6.13636386942668,0.526878409474608,5.03883847870699,6.20599983867045,1.36649001106358,2.37782050536102,5.10896320306649,0.745914634880325,TRUE
12.1450849957651,5.95248472073287,0.509885297401504,4.99858549268472,6.02865009229305,2.98104296315864,-0.136815381076061,4.79365157249253,1.21820465224021,TRUE
11.9873923008427,6.25312994250792,0.478357779108611,5.05092152598541,6.01520560085717,2.75309144685936,0.604560877629439,4.82832810036824,1.11832445541241,TRUE
12.485831432223,5.70771476367981,0.54286466266479,4.99169450535827,6.12151867548293,2.53549096924841,0.371393131448446,4.93022672304545,1.06904010782374,TRUE
12.5332206499097,6.09052733850184,0.514049300764067,4.98605460838696,6.0514943181089,2.47857435889031,0.351712462328427,4.89600752335482,1.15097312943991,TRUE
12.3008771283179,6.07777164207137,0.505907458576289,5.00095837797329,6.03006847767121,2.24382869454655,0.65607113865563,4.96294224442713,1.08413229898005,TRUE
13.4930254444631,6.2974036388673,0.533284535422597,5.06191301850635,6.2886497559964,1.00050554741075,2.95259908078365,5.20488222307082,0.660778750218553,TRUE
13.521072672003,5.94509598132169,0.560308850818344,5.01085084647284,6.26128006148038,1.85475083332025,0.705623807286228,5.01307571324726,1.04562525099376,TRUE
12.7301901698388,5.87668317670276,0.538366426714803,5.03387697675504,6.18738728217872,2.46555070900428,0.762951077033805,4.92557188339571,1.01586354280859,TRUE
12.3821024698951,5.72926247600148,0.537294858451448,5.0374027498022,6.13298646019096,2.55202668525637,-0.11392454220053,4.91245568374414,1.15996026294135,TRUE
12.6754063592063,5.94477460863082,0.53099928789951,4.98254788338188,6.10822215008734,2.37707740082777,0.721660480228333,4.9309183827124,1.04828177283011,TRUE
12.6024016939409,6.0320860336172,0.521354248173397,5.00371577736859,6.0934851422509,3.21675801430921,-0.438124368651486,4.73600711820647,1.29308112014134,TRUE
12.4758508572647,5.60598212506016,0.55065332303201,4.9540819073024,6.11349756944383,2.16824380258519,1.05484058720378,5.00662045544955,0.918664976279039,TRUE
12.4239689022036,5.79622967346779,0.533463926133963,5.059145457692,6.15410279691366,2.03293354137036,0.552781600909181,5.01653611649806,1.03642959397153,TRUE
12.7011991934712,6.12095730549278,0.518080362944066,5.0029195401908,6.12244757080198,2.41569643915571,1.38591234584462,4.93123648999987,0.946456348459998,TRUE
12.3915526640805,6.37024559263265,0.485920306734591,5.05723514452954,6.08001857857861,2.81703011400754,1.01291247052642,4.82783663826909,1.05934032509865,TRUE
11.9883865634336,6.00888543373034,0.498774467945639,5.03771482410767,6.02564596322574,1.77615755802449,0.94144545785575,5.04664797255965,1.0059005229166,TRUE
13.1845065103538,6.20673561163441,0.529240202751595,5.05407293364913,6.22286499563115,2.51990662463812,0.79380843704555,4.89906742459923,1.07100298029942,TRUE
12.9076621821782,5.77603552544275,0.552511102016768,4.97627933239792,6.156166394189,2.33248245676637,0.399386328761698,4.96387424364809,1.08045566527516,TRUE
