"r","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_nonparam_var_R.s","ipw_nonparam_normci_lb_R.s","ipw_nonparam_normci_ub_R.s","ipw_nonparam_quantci_lb_R.s","ipw_nonparam_quantci_ub_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","ipw_param_var_R.s","ipw_param_normci_lb_R.s","ipw_param_normci_ub_R.s","ipw_param_quantci_lb_R.s","ipw_param_quantci_ub_R.s","smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_var_R.s","smle_param_normci_lb_R.s","smle_param_normci_ub_R.s","smle_param_quantci_lb_R.s","smle_param_quantci_ub_R.s"
22,12.1484152745163,6.58837130572261,0.457676482335683,0.0062979371816913,0.302131776616763,0.613221188054602,0.349098948517323,0.662311420574076,12.2673940539807,6.50053883718126,0.47009619087993,0.011138972333389,0.263235184124314,0.676957197635546,0.232678015710827,0.649293996834198,12.0357495204761,5.92605009125764,0.5076293270165,0.00617184923397688,0.35364953607871,0.66160911795429,0.357881262720979,0.653822757720698
23,12.8365812492435,5.79230252141973,0.548765951856451,0.00258467749925726,0.449120093532351,0.648411810180552,0.542958578722187,0.742138726714357,11.8202660167186,5.70247877067938,0.517567645041678,0.00717943537933732,0.351493809193696,0.683641480889659,0.350216185147886,0.674747011200041,11.4511389620996,5.89000592010657,0.485640167357937,0.00708393072406047,0.320674630746344,0.650605703969529,0.298586991427313,0.630324829532339
24,11.888635044488,6.04532282424056,0.491504045534361,0.00487590208993427,0.354641832090724,0.628366258977997,0.437465050914343,0.708406045584781,12.4668592527624,5.9788443979635,0.520420959542099,0.00698605388355327,0.356599029999506,0.684242889084692,0.362324628158993,0.680351964500129,12.0267576261283,6.39488512147769,0.468278540212307,0.00606891665867122,0.315588166462187,0.620968913962427,0.324846831680471,0.622411363423806
25,13.2367639704418,6.0701302920192,0.541418861469915,0.00336877699866607,0.427658175299008,0.655179547640822,0.499716925138776,0.732972983821748,12.8153019507076,6.07538741304457,0.52592709587236,0.00707833340165378,0.361026745370024,0.690827446374696,0.344198633521456,0.675718774544326,12.4797795116505,5.92876136171734,0.524930600241573,0.00475653550138907,0.389754023934373,0.660107176548773,0.391888130023112,0.650637975065353
26,12.9179060568028,5.80049269386545,0.550972683315746,0.00363176560058101,0.432854984679208,0.669090381952284,0.493396339623816,0.724929142310596,12.2222461630613,6.02312790614168,0.507199591156568,0.00799763029347753,0.331917827885476,0.68248135442766,0.32514656052363,0.670124260444598,11.9562975854851,5.81465704559269,0.513674111570152,0.0051948132288289,0.372407008181326,0.654941214958977,0.380187055892217,0.658567498216524
27,12.2122867079462,5.90808263762526,0.516218151529226,0.00361638906881116,0.398350767377609,0.634085535680844,0.491355060847952,0.722460812057566,12.7843249938689,5.96879347528132,0.533116259314133,0.00562062891343727,0.386173385945396,0.680059132682869,0.407616822043326,0.683092646650955,11.3802947810059,6.22446266149246,0.453049083413788,0.0076771953338724,0.281314655896752,0.624783510930825,0.27887817578331,0.617049962853905
28,12.9728909097892,5.97816911101334,0.539179882681179,0.00293040438311811,0.433078791837652,0.645280973524707,0.516269841668253,0.731518754661811,11.2881625439744,6.15987137749234,0.454306991638737,0.0125573858942019,0.234669896294699,0.673944086982775,0.226973389514809,0.642358636414218,12.5103810156614,6.22293074001271,0.502578639913332,0.00555595638945602,0.35648359528233,0.648673684544333,0.361585432182586,0.645347366992182
29,11.9480443552726,5.69184231375318,0.52361724274639,0.00293212674666655,0.417484975692519,0.629749509800261,0.536854038626898,0.738870953160612,12.0171229888705,5.664259761616,0.528650928607297,0.00630898392668648,0.372969867932729,0.684331989281866,0.387075806913368,0.684283503603325,12.1336192529116,5.82342386330455,0.52005879351232,0.00520675843378064,0.378629365177154,0.661488221847485,0.349532273466994,0.651592941960687
30,12.9400713816131,5.78868310356097,0.55265446898645,0.00249483536307271,0.454755748204306,0.650553189768594,0.544976350600926,0.738753009888672,12.0579111054681,5.78643741686379,0.520112781869845,0.0086499245626427,0.337823039427084,0.702402524312606,0.307443415749956,0.675755145734389,12.5217336784523,5.93114911152021,0.526331635552458,0.00439843787818255,0.396343024694329,0.656320246410587,0.40268491283047,0.654929417166943
31,9.64075098257504,6.39573190777389,0.336594014373599,0.0120933594448632,0.121053183802251,0.552134844944946,0.27144339851387,0.633954830340505,11.2056076282151,6.18315956115296,0.448208453633154,0.0122199156368037,0.231542748201157,0.664874159065152,0.21526361614845,0.623960598765997,12.3789143172657,6.09387977096604,0.5077209830537,0.00543487566806203,0.363226628954908,0.652215337152492,0.386518367382493,0.652010574019613
32,12.1938512964118,5.59633952724209,0.541052339313922,0.00308850856434313,0.432126610026574,0.64997806860127,0.52552568613312,0.738384170378348,11.2659153263325,5.84281525221617,0.481372344548035,0.0115974413164068,0.270297167037489,0.692447522058581,0.27129160927725,0.670881534427349,12.6750194385268,6.24802239219188,0.507060133320151,0.00517506459263595,0.366061806595788,0.648058460044514,0.375640602658906,0.662509681357182
33,11.8212891056168,5.91441103709527,0.499681381256035,0.00500028274099816,0.361084533608556,0.638278228903514,0.423833769752304,0.708971658785962,11.9841437114555,5.92192650264538,0.505853180233087,0.00701091580068282,0.341740005442326,0.669966355023849,0.349817753172802,0.676253468102819,12.4277690170094,5.81372415241774,0.532198889079712,0.00468949796678265,0.397978267008466,0.666419511150958,0.398844856876395,0.656145741912073
34,11.4700423160735,6.14312715279988,0.464419835296402,0.00557051713892937,0.318133476940911,0.610706193651893,0.414250172296875,0.691591337513431,11.4824861545476,6.12636828215233,0.466459771891301,0.0104678981695591,0.265926788050292,0.666992755732309,0.230020246627182,0.644627001958539,11.4285370727338,6.22651978145464,0.455177881313445,0.00710496998818726,0.289967552621138,0.620388210005753,0.287862772193711,0.613582564711159
35,12.9292477945409,6.25284862855703,0.51637955061878,0.00322709181833345,0.405036854723136,0.627722246514424,0.498264088120648,0.718486474884809,12.401121512947,6.24622194667171,0.496317978970649,0.008316224495453,0.317579040790598,0.6750569171507,0.310907596651591,0.661932249072701,11.572900092679,6.06796656769352,0.475674505171604,0.0063672317980844,0.319276430773224,0.632072579569983,0.309639940528555,0.620045208043908
36,10.9012021867734,6.05143259763764,0.44488392252921,0.0055311901317822,0.299114858560704,0.590652986497717,0.401107630031102,0.697002663282502,12.3921494594838,6.03944849588161,0.512639149840179,0.00792507877341699,0.338154243283885,0.687124056396473,0.325967909816044,0.678977774162956,11.5464565556496,5.89925850093415,0.489084943722609,0.00734970065757311,0.321053369171476,0.657116518273742,0.313112013832041,0.625973469152934
37,11.5691997749633,6.21001092562359,0.463229000586321,0.00383069195464684,0.341919535939199,0.584538465233442,0.479767043659482,0.714918080854302,12.5967679039205,6.10547523973958,0.515314143571752,0.00628191471984724,0.359967423014911,0.670660864128593,0.36424914607346,0.683440247338666,12.1869105747787,5.98321125062363,0.509046102052631,0.00569049865280608,0.361192730009178,0.656899474096085,0.364912137214525,0.657675700018478
38,10.9462374991237,6.27599367481366,0.426652886408133,0.00532550667504318,0.283619790787414,0.569685982028853,0.422563650986042,0.687167391159622,12.735125205366,6.10897678320241,0.520304929500939,0.0065396394244168,0.36180357678482,0.678806282217058,0.38530433586258,0.6812701939457,13.0548611515654,6.17482643870457,0.527009413044264,0.00399732671301189,0.403089558699988,0.650929267388539,0.414620928677669,0.662445201309409
39,11.7240484989243,6.0907492690387,0.480490952455757,0.00498588676486731,0.342093761025026,0.618888143886487,0.431403080600186,0.70376339454706,11.7291339939983,6.014631110006,0.487205865916132,0.00830145183275067,0.308625751231728,0.665785980600537,0.328878494564889,0.669574427426447,12.447310526697,6.07748956377471,0.511742753525774,0.00481378395917805,0.375755134760026,0.647730372291522,0.385099511225533,0.652568301185651
40,11.1000601679055,5.95231805759655,0.463758036662994,0.00672341688403746,0.303045005760959,0.624471067565028,0.379754620582205,0.681902185808546,11.0329229146728,5.99403653062353,0.456713639986375,0.0133668710771564,0.230107876754272,0.683319403218478,0.165463231102406,0.643809872761743,11.5353240269973,6.13259821027181,0.468363593782103,0.00612939169582926,0.314914347649391,0.621812839914816,0.309894228703074,0.626682472860929
41,12.1080418901464,6.24081968898569,0.484572340795707,0.00356700605020334,0.367512482422048,0.601632199169366,0.493375240168597,0.721887561905745,12.5830943870433,6.2735021122656,0.501434073424309,0.00687820906803866,0.338881534361466,0.663986612487153,0.322460580639675,0.66467104701344,12.3635322009832,6.13403068319925,0.503860985397729,0.00432916809621382,0.374900013943513,0.632821956851944,0.395830001162841,0.643153044044728
42,10.7915301982529,6.18707652592414,0.426672917347182,0.00906677292014386,0.240042494184117,0.613303340510247,0.304008449403891,0.645242761329427,12.3254645548242,6.14636933039031,0.501327572437455,0.00834297504019073,0.322301393026742,0.680353751848168,0.315266706587956,0.66431725598383,11.7872151418451,5.91111926754424,0.498514348265393,0.00646858320681991,0.340876442775249,0.656152253755536,0.325444183320903,0.651128467479576
43,12.4782133939719,5.78941068822806,0.536038493216916,0.00304637109944658,0.4278583692771,0.644218617156732,0.517380817087877,0.729289079051237,11.8685839259594,5.81753127843833,0.509837794067915,0.00805127782631121,0.333969124608124,0.685706463527706,0.329527154517462,0.667197059806215,11.7270534388109,6.28931547129083,0.463691753081279,0.00765824068361701,0.29216945887384,0.635214047288717,0.276001673783592,0.619792715479085
44,11.9185701176623,5.82802610430414,0.511012978338106,0.0040970563485822,0.385556804043202,0.63646915263301,0.452984343819471,0.708837826620886,11.9534726172162,5.86102691209881,0.509679981727039,0.00780758606171007,0.336493311874347,0.682866651579731,0.34213176059678,0.677191229380517,11.6337768362205,6.14222530102623,0.472035144949397,0.00666613666216853,0.312008176592852,0.632062113305942,0.307213550208546,0.634063865819043
45,10.7772189426512,6.03725675066877,0.439813111082292,0.00640298056410007,0.282976603422096,0.596649618742489,0.392251020451552,0.678440223773177,11.6702483490545,5.69937325215389,0.511632222238384,0.00887483189220985,0.326987822926861,0.696276621549908,0.315662536789211,0.670197998412693,13.2884175627105,5.82987365928101,0.561281572334045,0.00320187079958484,0.450374823830245,0.672188320837845,0.467085611097595,0.681835453698756
46,13.0925559170706,6.12261056272152,0.532359410835999,0.00281318557937162,0.428402045913094,0.636316775758904,0.537320160353443,0.738792214453314,11.8161588419022,6.13508213759335,0.480788789345211,0.00826483246541368,0.302602986321701,0.658974592368721,0.293733398274406,0.648736073697783,12.2933653579285,6.36963814002466,0.481863757029182,0.00722904985819927,0.315217071087762,0.648510442970602,0.311160796878284,0.639339550405319
47,12.0799150904384,5.82107042620919,0.518119921983828,0.00394883519786733,0.394953996110934,0.641285847856721,0.489168255342661,0.72384246458684,12.3338073556052,5.71985846321515,0.536245516222067,0.00708241464026351,0.371297633295258,0.701193399148875,0.366776093352585,0.684410411261237,12.2411598765562,6.05082927063517,0.505698044004516,0.00460317283057212,0.372718539020004,0.638677548989028,0.400165456983716,0.651743083996087
48,12.1842499188724,5.97026962546071,0.510001053391619,0.00344866156147143,0.394899453687059,0.625102653096178,0.497904549924618,0.725118342200705,12.3820965311182,6.00831438623758,0.5147579110583,0.00701587443010728,0.350586710140782,0.678929111975819,0.360851748221686,0.67693505204426,11.4410075334281,5.91247136385434,0.483221093371417,0.00632919622240629,0.327290851891466,0.639151334851369,0.341917360101892,0.629589219222613
49,11.0356410685496,6.01233634774957,0.45518920827499,0.00868898362866538,0.272488361238418,0.637890055311562,0.309798832772355,0.669026847821976,10.789967866613,5.96294538156286,0.447362081585636,0.0130827289529431,0.223177756652723,0.671546406518549,0.228554264034052,0.644015365734886,12.3208021383132,6.01896296091455,0.511479618506513,0.00505706869170511,0.372098001762933,0.650861235250094,0.360758447238006,0.64002896896354
50,9.53100009356632,6.09455694768749,0.360554308272279,0.0111268858081144,0.15380556094729,0.567303055597268,0.269275406466642,0.662642354404296,11.1351762966107,5.75319976631794,0.483331057087164,0.00907886747751173,0.296576198243788,0.670085915930539,0.300805132715208,0.667394497643646,11.8143766624765,5.947957087213,0.496549224970605,0.00617365909553829,0.342546858815341,0.650551591125868,0.351447391069349,0.649494099766028
1,11.3414992425041,5.97108707376538,0.473518716874067,0.00482868929856616,0.337320725665049,0.609716708083085,0.452849788179957,0.708232335015214,11.8602031586831,5.86032528498637,0.505883229268641,0.011514520355486,0.295563992398508,0.716202466138774,0.274584961996147,0.674797433330188,12.860434941954,6.12387790794507,0.523820311242553,0.0039690335244599,0.400339789752056,0.64730083273305,0.431308750594653,0.661233610306176
2,11.280541372788,6.13607033478661,0.456048239884247,0.00564049899968961,0.308845858934727,0.603250620833767,0.431111708471266,0.710618195967248,11.9288527194595,6.0228769515525,0.495100065932793,0.00863320907119134,0.312986540987806,0.677213590877781,0.310691980637742,0.66810931967284,11.6864501137619,5.95314944581445,0.49059385973812,0.00639422792212099,0.33386458364198,0.64732313583426,0.327629178398506,0.654342418162271
3,12.0734344241296,6.07432141659923,0.496885376338378,0.00343708262261062,0.381977166870903,0.611793585805852,0.499769020746593,0.725640748020021,12.3938769229932,6.21885823169482,0.498231403269984,0.00771782898516852,0.326043099865184,0.670419706674783,0.315999688662428,0.655676765871128,11.5677038661588,6.19121178312624,0.46478472696396,0.00637554216015294,0.308284622291651,0.621284831636268,0.32263651977175,0.618545010756696
4,10.9632583553251,5.9010551026144,0.461742584972639,0.00656766760155234,0.302901935710168,0.620583234235111,0.382868808859952,0.677746641314179,11.4896244698566,5.91187429852307,0.485459745526667,0.00978398664281434,0.291588233728168,0.679331257325167,0.260349553356342,0.655680785289256,12.4295088653362,6.2903070694218,0.493921510691031,0.00503906153755258,0.354788269505964,0.633054751876098,0.354673580173932,0.64723060622429
5,11.8034584011402,6.15023753291177,0.478946142401989,0.00471083154897559,0.344420566846466,0.613471717957511,0.443852225601199,0.713201942441905,12.5137202260584,6.10689433362821,0.511984108377996,0.00736893291299126,0.343732829991925,0.680235386764067,0.349583973239886,0.678345456855722,12.311610411905,5.99333144328463,0.513196792071226,0.00503845495773979,0.37407192525852,0.652321658883932,0.387846384311701,0.647118160388042
6,10.8545656197486,6.0734925655274,0.440466548520618,0.00583285453904069,0.290775219455843,0.590157877585393,0.398548062602411,0.680541412922256,12.0504589356101,5.92326268401905,0.508461651488201,0.00665356220843324,0.348585685252131,0.668337617724272,0.362759062319186,0.668810942719019,12.2444190825784,6.05345889499594,0.505614855701166,0.00541766448396304,0.361349475649012,0.64988023575332,0.350961730274559,0.642703183418612
7,12.7143815385934,6.17279712589467,0.514502761525784,0.00402618766066418,0.390136357231024,0.638869165820543,0.458097184485185,0.706508367682482,12.0388371038955,6.17881354161543,0.486759934677073,0.00863820719665555,0.304593700795291,0.668926168558854,0.280075675056326,0.657503046678389,11.8754346939673,6.30775257956633,0.468840278935586,0.00573910591092673,0.320356780635552,0.617323777235619,0.323982692922424,0.622967929807941
8,11.7606042516831,6.05043835826947,0.485533376620206,0.0039946134901836,0.361655585293877,0.609411167946534,0.479471347699487,0.723269461254169,12.4667697383587,5.89864418278813,0.526850635201938,0.00731211175043813,0.359249297198678,0.694451973205199,0.345303748045159,0.67860920911028,12.0694781553442,5.78864586286969,0.520389714587074,0.00522386297979321,0.378728174205877,0.662051254968272,0.382294809017058,0.664617399769616
9,11.5133686224628,6.42778796150805,0.441710921253115,0.00547543653968777,0.296678383487052,0.586743459019179,0.402172779161721,0.689824025510499,12.328918932022,6.23594607747089,0.494201712911403,0.00909087384624298,0.307323407675811,0.681080018146994,0.294014756936184,0.653900888506991,11.8215329627485,5.52881565636658,0.532309754260403,0.00461748800710733,0.399123636635091,0.665495871885715,0.387926532927601,0.659753002740951
10,11.8304358607879,5.99328285468698,0.493401348419311,0.00453383487134655,0.361427184122791,0.625375512715831,0.456530022800093,0.712501129474087,12.2592590982845,5.9322325462075,0.516101870541458,0.00811906634578774,0.339494381249588,0.692709359833329,0.340252794080098,0.678548795456423,11.636393174462,6.30051979961356,0.458550454152657,0.00643833567738806,0.301281543244449,0.615819365060866,0.303457743229202,0.623902886800968
11,13.525827123262,5.96183923503044,0.559225533440604,0.0023184446762106,0.464851082087864,0.653599984793344,0.56843211577391,0.74177524691669,11.9923941522812,6.17577008883495,0.485026091503153,0.00789943045798567,0.310823760728282,0.659228422278025,0.307951987172507,0.665454595006625,12.176749466182,5.96184187949253,0.510391349017232,0.00523397632715255,0.368592747266759,0.652189950767704,0.369842181040416,0.651858371539495
12,11.405499017323,6.31160878436662,0.446617041939122,0.0052069760643429,0.305184657921954,0.58804942595629,0.413422588515298,0.69357410155629,11.8223503594601,6.14207817853255,0.4804689429951,0.00876641635073938,0.296955823428677,0.663982062561524,0.283975226469901,0.660625737844811,11.1315810450228,5.88833305540574,0.471024553332561,0.00693273327253729,0.307829001494347,0.634220105170775,0.299635553961602,0.638861214170934
13,13.0698315319867,6.0881415301435,0.534183626220157,0.0031993202704306,0.423321059269512,0.645046193170802,0.515060348284638,0.72186449432973,12.4832269874207,6.11756748326155,0.509937014729747,0.00690321452177987,0.347089267103722,0.672784762355772,0.373025298597422,0.669799142886236,10.834853729973,5.88385994756815,0.456950680257791,0.00864528772298654,0.274709803074253,0.639191557441328,0.262923579299026,0.613969795419817
14,11.6737037680228,6.2320807130437,0.466143664694069,0.00481758804740799,0.330102324495868,0.602185004892269,0.434198813923764,0.694712640804165,13.0178606980416,6.25776075086789,0.51929422997979,0.00697409576234048,0.355612568573855,0.682975891385725,0.36371211181739,0.685949831904919,11.2624481976138,5.76389005611668,0.488220504549099,0.00726332723784554,0.321179198528979,0.65526181056922,0.298043974894566,0.634264730719275
15,10.4704216723158,6.22647942623191,0.405326774689986,0.0110837502777207,0.198979167321032,0.611674382058939,0.285574656987294,0.655358455310787,11.5981965966556,6.02811492185044,0.480254117817878,0.0113926811915222,0.271050570846629,0.689457664789128,0.206811482985272,0.64514206329675,11.8869358898424,6.17794616614508,0.480274292433576,0.00601571750723974,0.328254621417579,0.632293963449574,0.328276736985953,0.630291442031712
16,12.1773302634138,5.62086213664916,0.538415891245327,0.00297951145617883,0.431429484585151,0.645402297905503,0.533328561095041,0.75842000519034,11.0097266397384,5.68557644555231,0.483586047901421,0.0101594566719104,0.286029552815051,0.681142542987792,0.281918277294552,0.675601037881978,12.0582913150387,6.22477558264552,0.483776314569361,0.00525301025981819,0.341720113669444,0.625832515469278,0.351900499377504,0.632759235920552
17,12.8357409996451,5.61494800977599,0.562553653121292,0.003875077057953,0.440543423936063,0.684563882306522,0.493221168800667,0.734195929383022,11.8871757594337,5.62678318376575,0.52665096422922,0.0074836283361432,0.357095349116869,0.696206579341571,0.345654532727083,0.68448588895506,11.4674241977514,6.05089995485138,0.472340095691423,0.00756306080086129,0.301887010144142,0.642793181238704,0.290232009585754,0.627635672078761
