"r","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_nonparam_var_R.s","ipw_nonparam_normci_lb_R.s","ipw_nonparam_normci_ub_R.s","ipw_nonparam_quantci_lb_R.s","ipw_nonparam_quantci_ub_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","ipw_param_var_R.s","ipw_param_normci_lb_R.s","ipw_param_normci_ub_R.s","ipw_param_quantci_lb_R.s","ipw_param_quantci_ub_R.s","smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_var_R.s","smle_param_normci_lb_R.s","smle_param_normci_ub_R.s","smle_param_quantci_lb_R.s","smle_param_quantci_ub_R.s"
40,12.0916378522765,6.38876011387859,0.471638152586935,0.00566376730924519,0.324132462882448,0.619143842291421,0.403160929794658,0.6925166246017,12.3024953188438,6.33786549832766,0.484830895353408,0.00830590917368,0.306202844136335,0.66345894657048,0.298013532754361,0.656268434138012,11.8852104071589,5.84684833317176,0.508056809019554,0.00575738423744201,0.359337048104747,0.65677656993436,0.369826568255166,0.654782352873294
41,12.3082699792293,6.19026204629333,0.497064814410178,0.00322404091317236,0.385774762868978,0.608354865951378,0.521557767051246,0.736955097599332,12.5238307842073,6.05505109296611,0.516517653639842,0.0067435525795357,0.355564146099483,0.677471161180201,0.345359950056598,0.672564366358947,11.787122386906,5.74734543649978,0.512404703383386,0.00516942730319654,0.371483193570441,0.65332621319633,0.370422034832113,0.643965511536692
42,10.430577425289,5.78802488982785,0.445090654732621,0.00496844235745891,0.306935784531045,0.583245524934196,0.406702080766244,0.699368801791014,11.8662698687923,5.67799905410494,0.521500933579994,0.00824376317890037,0.343542397319259,0.69945946984073,0.334036964233259,0.685595361374081,12.4339180731254,5.79423388948571,0.533997742673781,0.00444020069887257,0.403393473965638,0.664602011381924,0.419207048316089,0.669297658343966
43,11.0196456075507,5.94597483157863,0.460420503223405,0.00610729549413551,0.3072480958836,0.613592910563209,0.397328950724357,0.697943950457738,12.4368590526791,5.71817911974441,0.540223211059658,0.00600025018116942,0.388399098692812,0.692047323426503,0.389550682826858,0.686816044993573,12.4965078922537,5.94155890788251,0.524542459452569,0.00468783105099309,0.390345694344407,0.65873922456073,0.394644940516619,0.65545842316183
44,12.3827913999068,6.42460507792936,0.481166655365145,0.00359169690912795,0.363702350803691,0.598630959926598,0.480177854179841,0.713022558988653,11.3385091321792,6.31978084032184,0.442626824510288,0.0113972005181093,0.233381787507331,0.651871861513244,0.237384551529756,0.638895936400139,12.5517166231672,6.17079747390011,0.508370236584977,0.00472357158920994,0.373662877405499,0.643077595764455,0.388361021303735,0.646465377310247
45,12.1715736638878,5.96315246552813,0.510075473377744,0.00545745166752484,0.365281321817802,0.654869624937685,0.422691681961437,0.701462465592654,11.8577796970933,6.00811661292894,0.493318583545474,0.00824379086026016,0.315359748505526,0.671277418585422,0.303675931882538,0.658363130666745,11.8897244725256,5.79745782869217,0.512397630231993,0.00569437023815574,0.364493970010553,0.660301290453433,0.364120932903534,0.658003552416594
46,13.0691460013241,6.28461136522621,0.519126087918103,0.00363033186079596,0.401031706695143,0.637220469141062,0.489414827286262,0.726551853752788,12.3695121103129,6.22738341139878,0.496553836896543,0.00729690963867217,0.32912681378521,0.663980860007876,0.322412118687942,0.666579610194689,12.238439204768,6.04710647178737,0.505892347005206,0.00457280673063792,0.37335218578447,0.638432508225942,0.383564327970496,0.650611052171588
47,10.711123552166,5.96346160865109,0.443245932174393,0.00395929602598609,0.319916975260665,0.566574889088121,0.466478284763308,0.718169480583361,11.5442100252085,5.91060597638204,0.488002560289935,0.00936976972709251,0.298279321377042,0.677725799202828,0.283182155777213,0.657669971295208,12.8926649108642,5.90730600097963,0.541808769418823,0.00447123354997279,0.410748894531139,0.672868644306508,0.424592364370039,0.663931001967883
48,11.5065079726631,6.31920203365869,0.450814960657766,0.00596474764785455,0.299440674320891,0.60218924699464,0.409263130326194,0.705104149930757,12.6150303282041,6.06242352305701,0.519428541562604,0.00692136871520637,0.356366804615101,0.682490278510107,0.365549967004767,0.679438250853942,12.1922174514865,6.30475355567765,0.482887048171131,0.00594659211149319,0.331743314409151,0.63403078193311,0.331766066593515,0.639842933462811
49,12.4051279821622,5.89796244104047,0.524554486699263,0.00338069252488516,0.410592789609412,0.638516183789113,0.503832872117488,0.730265801155723,11.868108011701,5.9694770435383,0.497015275084041,0.00760563083677442,0.326083149892336,0.667947400275746,0.340065761351077,0.664140901058067,12.3644957945404,6.04672062320813,0.51096100288391,0.00428236969966379,0.382698960805092,0.639223044962727,0.407359553922257,0.659165825947996
50,13.5067820085676,5.65182651984162,0.581556397648487,0.0032303328081727,0.470157804677676,0.692954990619297,0.517759805495203,0.741142011549633,11.9414235593524,5.84441412976924,0.510576431635576,0.0071049708625104,0.345366092778045,0.675786770493106,0.347754588812756,0.669528624108741,11.9431419018386,6.16372869079128,0.483910620718456,0.00615887362444404,0.330092777424304,0.637728464012608,0.348736287248704,0.640535993097294
1,11.46911254146,6.23910843176598,0.456007741731364,0.00586003155903028,0.305968089515122,0.606047393947605,0.390050816126883,0.685725341433303,12.0599017339363,6.21495444770184,0.484659611262579,0.0104787715011868,0.28402250452766,0.685296717997498,0.267991133889648,0.659376350382128,12.1720125826,5.62552637725698,0.537831041573294,0.00489166856788955,0.40074773124558,0.674914351901009,0.403567626827114,0.673457804609948
2,13.0920809518102,6.09561100592772,0.534404726921207,0.00345632247893943,0.419175353777491,0.649634100064923,0.507090141215485,0.729523520118707,12.3582202678654,6.17368998746463,0.500438586329632,0.00696695626986977,0.336840728133592,0.664036444525672,0.340010921952226,0.665362770357379,11.7417805279149,6.00802460809314,0.488320822058487,0.00679057857211274,0.326807086906865,0.649834557210109,0.323309313509353,0.640256852832546
3,11.6925883628143,6.3142935638154,0.459974697826821,0.00331430670034265,0.347137467180033,0.572811928473608,0.514055993052088,0.722404919862454,12.0894394661013,6.3504540897349,0.474710625952384,0.00796353509486062,0.299802889072575,0.649618362832193,0.315642143585305,0.669515354742244,11.9083577325393,6.14855270768076,0.483677527516661,0.00514016307806573,0.343155463481516,0.624199591551805,0.360448519495732,0.621747796874294
4,11.0666126081601,6.26969372198721,0.433458643219863,0.00904100079376996,0.247093655495917,0.619823630943809,0.293838176589952,0.66109693989943,11.6965550521974,6.40777036996191,0.45216601457725,0.00967965864546378,0.259330912346319,0.645001116808181,0.251385471890917,0.649062085835109,11.8647582278478,6.16673682804292,0.480247577774578,0.00612922891281412,0.326800369290791,0.633694786258365,0.338836216637616,0.635850630248711
5,11.4761168281387,5.95286185347192,0.481282567734419,0.00484971239213634,0.344788409890096,0.617776725578742,0.466922158956668,0.712744808317654,12.9754938915019,5.90807074709437,0.544674692424326,0.00604046668351888,0.392342631414812,0.697006753433839,0.425593097308409,0.709713482370026,11.5591048637597,5.99373509910011,0.481470652810518,0.00637581801152596,0.324967162520115,0.63797414310092,0.338129101829997,0.634415567576985
6,13.4592689418541,5.87457753434028,0.563529225865144,0.00261885600134694,0.463226697408607,0.663831754321681,0.553223702392479,0.747060019386123,13.1643284178769,5.99490956986152,0.544609540299787,0.00557156308284071,0.398309448915534,0.690909631684041,0.415297622060417,0.699113022053149,11.5872080472521,5.98229894183771,0.483715238611221,0.00776803217645446,0.310967814870468,0.656462662351975,0.311990379694367,0.647020531201419
7,11.9329162100562,5.91725359659463,0.504123426961803,0.00461490939218196,0.370974503117086,0.63727235080652,0.453043211325663,0.706520929448591,12.1981662302537,5.98213831606539,0.509587080291743,0.00792931448828717,0.335055551511972,0.684118609071514,0.328945502661522,0.668762942628352,12.1487065241556,6.02190235347464,0.504317406836595,0.00513654958045729,0.363844744484504,0.644790069188687,0.375273473747374,0.639147123764675
8,10.0247889862942,6.2662488711418,0.374924611409879,0.00854967013902555,0.193694335776693,0.556154887043065,0.338413427622609,0.680317367339252,11.941003773008,6.00623914464953,0.497007181404104,0.00796954928098737,0.322033410461597,0.671980952346612,0.329078399468841,0.676434213184949,12.0074675133244,6.27797342925055,0.477160906553856,0.00626525230009702,0.322020346944021,0.632301466163691,0.328939221741761,0.631270598042445
9,10.9264759941938,5.85350142165813,0.464282772893233,0.00473653052798099,0.329390758020996,0.59917478776547,0.45442814346378,0.713795908832105,11.3229028584486,5.87095996555347,0.481496923629189,0.00932921608733582,0.292184703946705,0.670809143311674,0.300852310578357,0.672788322381192,12.5522641678515,5.90562678919945,0.529517009024971,0.00472010680405938,0.394859063479695,0.664174954570247,0.398190283343034,0.651927560696938
10,11.4483409396191,5.85748398070304,0.488355211327422,0.0059357139021782,0.337349785840098,0.639360636814746,0.405455044100091,0.689527578766633,11.4272781116692,5.80162790909445,0.492300103979268,0.00948476469633849,0.301416180985596,0.683184026972939,0.29420991674141,0.665930536746166,11.6880637937684,6.04834089620589,0.482519859326005,0.00642153369980469,0.325456293018699,0.639583425633312,0.334531355317227,0.637029539977988
11,11.1081687808946,6.16129618678927,0.445336462893297,0.00631372114831946,0.289596965130577,0.601075960656016,0.370309772347264,0.670988913738877,11.241215642439,6.03127600393846,0.463467635905094,0.0116190877229264,0.25219556629722,0.674739705512967,0.250407751549931,0.642649725315241,12.2149502027573,6.17798849664066,0.494227287537684,0.00497720397007562,0.355950656209601,0.632503918865767,0.359983635178242,0.636773949544571
12,10.4790858945084,6.01824446493898,0.425689938461819,0.0055325537963044,0.279902906583524,0.571476970340114,0.407767094711885,0.697019176035514,11.6205663585222,5.98246298449742,0.485183182994341,0.0100003094014,0.289180150884075,0.681186215104608,0.276560178658776,0.667027155839222,12.3222716893502,6.01860829938897,0.511566661479256,0.00565086602989421,0.364229066343318,0.658904256615194,0.343186900401817,0.643946062762585
13,12.2825694580535,5.86219919699102,0.522722080505128,0.00255016842196678,0.423743663616255,0.621700497394002,0.530484347032927,0.731996586943114,12.0035457931068,5.97954076486482,0.501852130368122,0.00763916888116537,0.330543545720753,0.673160715015492,0.310394105708214,0.662425395431296,12.4519911627402,5.90430929679547,0.525834124066614,0.00435912628419393,0.396427711809109,0.655240536324119,0.400440942803275,0.659294733001782
14,12.3912945814219,5.92413676373423,0.521911393131094,0.00581848563217053,0.372404555814046,0.671418230448142,0.398502726053859,0.70080323540607,12.3653676372287,6.02317808534005,0.512899392719556,0.00775865286994379,0.340256290149033,0.685542495290079,0.352719384688026,0.675296366278349,11.6602672315124,6.06929763020944,0.479488976564202,0.00575331599849849,0.330821768546321,0.628156184582082,0.336927117603756,0.636008942166101
15,10.6312594599369,6.14888573967239,0.421622079411756,0.00496924307580189,0.283456077081224,0.559788081742288,0.402108606653818,0.682249756913511,11.4412435367316,5.91007545798282,0.483441162753962,0.0102707972627349,0.284805076494385,0.682077249013539,0.258147952548317,0.652301668605147,11.3016450984333,5.94025365720448,0.474390355964375,0.00691730131218657,0.311376538387778,0.637404173540971,0.31567174180841,0.631167220632785
16,12.515812368263,5.86211362425874,0.531623401520176,0.00308272958704926,0.422799626628802,0.64044717641155,0.528413191332026,0.729161397576547,11.2410016169426,5.9416207608104,0.471433154866279,0.00858365371507278,0.289843055709349,0.653023254023209,0.288447626084735,0.63999920534299,11.3692004112234,5.86277263287912,0.484328499734113,0.0062312804436248,0.329609118426441,0.639047881041786,0.331106446143337,0.631588193383813
17,12.2661859145157,5.91280586465891,0.517958890737033,0.00478051662882668,0.382441981528991,0.653475799945074,0.440125914633506,0.710260107896196,12.12271015879,5.87591079611653,0.515297262810824,0.00799597793199087,0.34003360764086,0.690560917980788,0.338631789247626,0.677376277143409,11.7978226332251,6.11651013562966,0.481556018785679,0.00618919568962798,0.327359993670649,0.635752043900709,0.334915907068637,0.640955667577992
18,11.7590922679941,6.24914048770252,0.46856948263673,0.00502829488703985,0.329584959620488,0.607554005652972,0.439551443654548,0.698396323726015,13.0594430573993,6.2901406481375,0.518345413315801,0.00653976322139329,0.359842560372063,0.67684826625954,0.350848186469669,0.669449463528899,12.2057172669341,5.9772333340022,0.510292332414183,0.0058371835655455,0.360545464716059,0.660039200112308,0.363167111826753,0.662524432344579
19,11.6090422373067,5.71305705470131,0.507878691633846,0.00371982442413069,0.388337579426621,0.627419803841071,0.486159008874607,0.74193553029827,11.2346367086916,5.53996622342363,0.506885147506578,0.0101374953537623,0.309542293186962,0.704228001826194,0.31678121493577,0.679107295062406,12.2541616221403,5.7718093069012,0.528991906188592,0.00420184546131004,0.401941485000118,0.656042327377066,0.404810953595419,0.673385858820645
20,13.1197201197335,5.90257452062596,0.550099051903719,0.00360802185614913,0.432368101161858,0.66783000264558,0.485937991021194,0.72247189855085,12.3753358690446,5.95387366209074,0.518891953713866,0.00703788348644402,0.354463448881148,0.683320458546585,0.359968099958382,0.6760349167362,11.6115038060641,6.10813385345322,0.473958416112885,0.0057494813466814,0.325340760562101,0.622576071663668,0.32327690783191,0.623303500936709
21,11.1594656681818,6.03159501359048,0.459508618697763,0.00440516076287198,0.329420703860723,0.589596533534804,0.445660422985072,0.713960807377196,12.1138556578254,6.0353064630743,0.501784845919343,0.0083664784655344,0.322506671918164,0.681063019920521,0.332196396534582,0.672613721399018,11.6804345575065,5.80935262806575,0.502642423150916,0.00579141429208686,0.353483792343038,0.651801053958795,0.349645746598051,0.635063555782836
22,12.4367959726425,5.96199390550096,0.520616570488436,0.00286218361990934,0.415757786429857,0.625475354547015,0.543857175846426,0.745062285550336,12.3638083464168,5.86231950016573,0.525848400758759,0.00632953073925404,0.3699140386447,0.681782762872817,0.361532164648025,0.679952653302498,11.7943420947184,5.93939498586866,0.496419983567514,0.00569019207835957,0.348570594362735,0.644269372772292,0.358525796400138,0.652435046015598
23,12.2089247036537,6.13732258348905,0.497308507304301,0.00336368308437657,0.383633862211647,0.610983152396956,0.501749713738816,0.734048225746241,12.6418119685242,6.03346016585404,0.522737707151771,0.006391845595483,0.366037630445959,0.679437783857584,0.380113524327131,0.678856785498605,11.9874965316422,6.070709568375,0.493579868628052,0.00533199498837614,0.350459667582407,0.636700069673696,0.37289209530678,0.651258174044982
24,13.9276313086484,5.8265245169099,0.581657182920121,0.0028406550708089,0.477193502533015,0.686120863307227,0.549576329996477,0.747696652464201,12.6604612619088,5.96204508044804,0.529081527354307,0.00737260235438997,0.360788362892335,0.69737469181628,0.356916561932104,0.685913232573958,11.6201004453484,5.81154305128501,0.499871530489963,0.00610259165015038,0.346758121269158,0.652984939710768,0.337526012740912,0.648982953432376
25,12.0938494019948,5.72328010312666,0.526761090461184,0.00425503769998761,0.398909016452694,0.654613164469675,0.453308919059189,0.730457913970733,11.9450040393454,5.77359100523864,0.516652235007947,0.00759940280085957,0.345790109890114,0.687514360125781,0.352796070217071,0.675592377449881,11.5183185047123,6.14898212522692,0.466156269015196,0.00625446658853415,0.311149305150624,0.621163232879769,0.304037575561373,0.619628282511321
26,10.4426475068238,6.07292765675831,0.418449425513031,0.00833325571486496,0.239527556658983,0.597371294367079,0.320197328639361,0.667917260727002,12.2028673195066,5.9799929191581,0.509951820126823,0.00915096096416925,0.322456935823403,0.697446704430242,0.314102428268878,0.681856756978144,12.0589457381585,6.1044713646845,0.493780675588587,0.00645997085912025,0.336247745531419,0.651313605645754,0.333844730207135,0.639365420381317
27,11.6950949441553,5.69134997150232,0.513355812955874,0.00350868122500221,0.39725693357296,0.629454692338789,0.50990633043916,0.736899984927819,11.0636948477033,5.81160788070974,0.474713650303168,0.00980449269446212,0.280639079235638,0.668788221370698,0.265675914442852,0.662039862737729,12.1721081386902,5.94161372782796,0.511866501666873,0.00474427960828806,0.376864188563729,0.646868814770017,0.37268990495139,0.650508706212072
28,11.1703037745009,6.18752863741605,0.446073377920065,0.00669600214132979,0.28568833551856,0.606458420321569,0.369049283259532,0.678470293006073,12.2737838097541,6.11276572508167,0.501965667651423,0.00735665777756609,0.333854583786325,0.670076751516521,0.358733279674913,0.670623229514509,11.9113151174055,6.38907328792283,0.463613108632587,0.00649807199771875,0.305616294150661,0.621609923114514,0.318421034115615,0.626635650388139
29,12.3768162505266,5.72372004616978,0.537545041445837,0.0025061333065662,0.439424902277037,0.635665180614638,0.55701284601502,0.745357165764073,11.9170182642745,5.89659499277186,0.505195438824746,0.00758434197317261,0.334502708680373,0.675888168969119,0.348250597658244,0.673955779031279,11.9708282804423,6.01900865055908,0.497193635264754,0.00528307111011771,0.354731549162422,0.639655721367086,0.358934370349562,0.645450904397561
30,12.3735585793767,5.89107359037382,0.523898193669798,0.00588546813324614,0.37353325633174,0.674263131007857,0.411353662798202,0.718397503332535,12.3487319267415,5.90193063891013,0.522061805704166,0.00959692661780447,0.330052552554852,0.714071058853481,0.302774731547687,0.680634672937063,12.09364034172,5.86502071780198,0.515032649220669,0.00534227300536584,0.371774574483455,0.658290723957884,0.378378985723182,0.666206355572096
31,13.6854394605212,6.11115067664374,0.553456014746711,0.00306850714312462,0.444883564092655,0.662028465400768,0.528610175400252,0.73677627401394,12.3827956177052,6.1323302638383,0.504770130012472,0.00731902821421314,0.337089544410795,0.672450715614148,0.332095277157469,0.664775951779756,12.4472065062584,5.95669456585521,0.521443260151569,0.00486956182975494,0.384670058371445,0.658216461931693,0.361308864237556,0.658569721100303
32,12.4741621299548,6.02149977303763,0.517282226228413,0.00389765968983111,0.394916996426581,0.639647456030245,0.482930322139624,0.723540232966723,11.7785629328543,6.04137330968241,0.487087402417229,0.0085812619569066,0.305522604249599,0.66865220058486,0.304916584109204,0.661521386385446,11.671950237857,5.77766380314633,0.504995850272993,0.0060361819108182,0.352717826813929,0.657273873732057,0.334159198520561,0.629830182154252
33,12.288033773169,6.13668528319654,0.500596645771268,0.00380670469075981,0.379667589130513,0.621525702412023,0.495116155289101,0.726152281411941,11.8434805270821,6.12599970783327,0.48275342760727,0.00978884794735931,0.288833757963947,0.676673097250593,0.294961150758502,0.660315704592193,11.6889912874743,5.98814904454816,0.487710368048189,0.00684475652199659,0.325553602370952,0.649867133725425,0.322959260347008,0.63318860116423
34,11.9508261389267,6.13564697827228,0.486592231620958,0.00341524760545478,0.372049596759021,0.601134866482895,0.506408231590886,0.721676224932535,11.7212222212934,5.99918323574592,0.488177672730452,0.0113861007636503,0.279034552610189,0.697320792850716,0.305674816150453,0.657862826819546,11.7423012122106,5.87197153287171,0.499930088084818,0.00518442408184748,0.358804315977717,0.641055860191918,0.365418714316085,0.638475709265349
35,13.1480605770159,5.56116755936037,0.5770351431844,0.00259542575403327,0.47718231359658,0.67688797277222,0.543856688111738,0.751430469099494,11.8593762965729,5.67863178064483,0.521169441070368,0.0081727476946566,0.343979070158762,0.698359811981975,0.365931097402061,0.688388181300073,12.1658270247155,5.98316122239394,0.508199384206363,0.00533024695855551,0.36510264519395,0.651296123218777,0.383285972078167,0.658983491898079
36,11.5550887737631,6.37703768117097,0.448118676885408,0.00404879901657687,0.323403536256526,0.572833817514289,0.467510399638959,0.702099595231175,12.2379203401113,6.28052220404832,0.486798244350136,0.00797289001461003,0.311787803861216,0.661808684839056,0.328366719507992,0.66111776152981,11.8417147411469,6.12373573812235,0.48286748397646,0.00589695663574593,0.332355861129978,0.633379106822941,0.353574338788167,0.637210279135481
37,12.3140936214668,6.14582991698077,0.500910898852767,0.00410428073590635,0.37534416410563,0.626477633599903,0.484943558867444,0.714514363664734,11.91799044942,6.13375785444734,0.485336233446483,0.0111431844367077,0.278436119062619,0.692236347830348,0.246361863936614,0.649491296724562,11.9162091625774,6.03981220372846,0.493143153051026,0.0064015763425284,0.336323844043949,0.649962462058103,0.350220813636476,0.646838645131395
38,11.3806492690561,5.89627623435439,0.481903352352107,0.00358255276444509,0.36458866998075,0.599218034723463,0.483220387030895,0.716072609398192,11.5834573950024,5.9779281323295,0.48392540081266,0.0100322766078113,0.287609344880986,0.680241456744333,0.263636253947181,0.651306739272137,12.0600756131268,6.09501022344647,0.494612602858612,0.0062126368554289,0.340124850127802,0.649100355589421,0.340485667172868,0.643394536370251
39,11.0877231860153,6.10083811256178,0.449766375818558,0.00590929543424655,0.299097369914219,0.600435381722896,0.404625080601275,0.699126685088809,12.0925514983602,5.93052519535662,0.509572053824967,0.00855610696185966,0.328273569262409,0.690870538387525,0.310214441434481,0.675087191771662,12.1966277921082,6.38651335731432,0.476370561914934,0.00588029092942269,0.326071774047333,0.626669349782536,0.345596335562251,0.643267897211356
40,12.620894617132,5.86547182853745,0.53525704742234,0.00420168717321822,0.408209019320227,0.662305075524452,0.461679226937547,0.725402017392009,11.7920928994615,5.94307750983315,0.496011644370225,0.0107764811281446,0.292544374516127,0.699478914224322,0.285309421859053,0.674785620629484,12.2170360767812,5.95944532251909,0.512202036151373,0.00588527997474929,0.361839502417078,0.662564569885667,0.344082099619061,0.648425164662102
41,13.0574436784705,5.78576843033176,0.556898840783706,0.00248286442079593,0.459235275627965,0.654562405939446,0.550318193587556,0.752290003271019,11.2354687090273,6.006836466607,0.465368412999031,0.0109873704981621,0.259919921873543,0.670816904124518,0.253061490102721,0.651956680502896,11.6082992886311,6.19457538440201,0.466366671776906,0.00633146482691989,0.310408487384116,0.622324856169696,0.301588707671512,0.616428194876037
42,12.577497618741,5.58062928457921,0.556300509549384,0.00361412131826138,0.438470087093072,0.674130932005696,0.506597250860559,0.728181573782624,11.2858870567559,5.68520416891559,0.496255443606241,0.00828195792393348,0.31788512780066,0.674625759411823,0.309444327114706,0.651669989668765,11.9043186454425,5.81943641062744,0.511149139740527,0.00585491289930312,0.361175030661784,0.661123248819271,0.35917444801184,0.643133084176925
43,12.3869325560894,6.10882551877331,0.506833068549306,0.00291091577580703,0.40108537805755,0.612580759041063,0.52705047541852,0.732867698499591,12.4284345271395,6.01281695498377,0.516204801026723,0.0058830405361449,0.365870877630657,0.666538724422789,0.380332642395492,0.67216386035357,12.1519587310749,6.02736587835765,0.504000465131228,0.00538724900983127,0.360140617375964,0.647860312886492,0.358821574219116,0.643850740264829
44,12.0087259511178,6.36386984057578,0.470062863747555,0.00333049605320351,0.3569503815098,0.583175345985311,0.489914196334672,0.71911551668375,12.1628300701871,6.31662064976789,0.480661933668639,0.0068954109316114,0.317906255933949,0.64341761140333,0.343946127517333,0.657851013972455,12.0025691979552,6.41007240675049,0.465941641241067,0.00740669182157086,0.297259848205344,0.63462343427679,0.319608919055296,0.620403782457713
45,10.8801368110552,5.83912637766931,0.463322338765428,0.00553153786408571,0.317548692797881,0.609095984732974,0.419740256534766,0.706784366487022,11.9393583872609,5.68882406204298,0.523523469392387,0.0078748102194418,0.349592819594809,0.697454119189964,0.333123212998355,0.676937930413121,11.8173498422502,6.02375984031873,0.49026135971856,0.00640178042619452,0.333439551014321,0.647083168422799,0.340247752830906,0.641032241513299
46,11.7501252083402,5.68992166288121,0.515756507952567,0.0037444869360509,0.395819770405086,0.635693245500047,0.497455157861564,0.729778916333718,11.5584172056161,5.79215880399689,0.498879586974717,0.00844523793698465,0.318759554610962,0.678999619338472,0.307175802437744,0.676929262119369,11.4649236048088,5.76399484086141,0.497249607625488,0.00639192021025645,0.340548616308518,0.653950598942458,0.323064584858029,0.648491449635193
47,11.9010420669685,6.19967603314967,0.479064438369063,0.00566889846761466,0.331491946511032,0.626636930227093,0.377607308316159,0.684897766021211,11.6816606586353,6.04148881431264,0.482822777440753,0.00939480170666179,0.292846278272272,0.672799276609235,0.286115327621058,0.652740393621337,11.9116251962491,5.89079002769611,0.505458748857287,0.00556883455330574,0.359194485211038,0.651723012503535,0.363275859121278,0.646522079372361
48,10.7517644687875,6.12451778405323,0.430370912436487,0.00416068845065813,0.303944250881068,0.556797573991905,0.4659883410515,0.715881718984246,11.6695553587387,5.9648054411425,0.488857522178358,0.00725749363493122,0.321883309953979,0.655831734402736,0.351642678331732,0.669716916988137,12.1731718340104,5.9265051983651,0.513150288258715,0.0052926435474871,0.370559196489185,0.655741380028245,0.375821117283279,0.655661538231141
49,11.0839235532207,5.97691999799104,0.460757738963809,0.00623508341260347,0.305991152008299,0.615524325919319,0.392829423056956,0.689169209453633,11.1542835998573,5.91103180292469,0.470066208196437,0.0101523824818631,0.272578505940511,0.667553910452363,0.278156220389381,0.661159431812565,12.3028520215988,6.10611483623437,0.503682981351438,0.00557333380285492,0.357359643715067,0.650006318987809,0.367528502249207,0.655347390075248
50,10.7055294989163,6.05228123992898,0.434658394006422,0.00805390409553546,0.258761043334478,0.610555744678366,0.349771226720264,0.690733708832827,11.478362475973,5.98299589928915,0.478758759203413,0.0132704942860104,0.252971401609731,0.704546116797095,0.265688833053991,0.659635424084043,12.5035891149589,6.466613667247,0.482819404269249,0.00523071884399219,0.341064935164813,0.624573873373684,0.348876036087304,0.63547511292458
1,12.4817487258496,5.83431889183768,0.532571996121435,0.00377169763042997,0.412200265149999,0.652943727092871,0.491282840594289,0.71774875594609,11.3790519447234,6.13374317686068,0.460961844039654,0.00975141535207348,0.267413304348636,0.654510383730672,0.261598798862477,0.648018191581407,11.3141595753623,5.88754207373395,0.479630631465138,0.00685745296724502,0.317323541912745,0.641937721017531,0.31036868519279,0.626715959699045
2,12.5592367073042,6.05128266908407,0.518180697592492,0.00403128069648928,0.393735657821381,0.642625737363602,0.476125397660699,0.723592623978023,11.8601977786017,6.10076738608559,0.485609978857799,0.00874191000153563,0.302353542512717,0.668866415202881,0.280936582190031,0.665698664309952,13.2816593863459,6.15404541115486,0.536650863258739,0.00397060209993619,0.413145944218585,0.660155782298892,0.41419781246361,0.665468934572868
3,12.2998062222531,5.93727527345504,0.51728708841663,0.00248481445225186,0.41958517850812,0.614988998325141,0.557308914080694,0.748606763837373,11.7504792210868,5.81567731720282,0.505068924613193,0.00759591709973606,0.334245989588806,0.675891859637581,0.360544589112472,0.678928098501114,12.0230050171382,5.86161294421897,0.512466896931046,0.00502403268745097,0.373541291040297,0.651392502821795,0.395211972998913,0.659430627842551
4,13.1172081857711,6.00442422562573,0.542248309198978,0.00316441132406257,0.431992232076133,0.652504386321823,0.52178354018359,0.732479700392932,12.2502455651321,5.97907882658153,0.511921716606252,0.00641750165049319,0.354907467760695,0.66893596545181,0.358644828920336,0.667487005447326,11.8216080006924,6.05894757982352,0.487468407050153,0.00643292279651852,0.330265620131137,0.644671193969169,0.341964397806326,0.638684078800919
5,12.205798586657,5.80700881969059,0.524241795531622,0.00391884100615271,0.401544527390737,0.646939063672507,0.462177004563281,0.722533158833132,11.5931052443217,5.93731553019567,0.487858049671053,0.00917846037890105,0.300081657673586,0.675634441668519,0.335205919310614,0.65140665085329,11.3748927146855,6.19950510844117,0.454983421475498,0.00762888332919925,0.283790202575181,0.626176640375815,0.280940914426176,0.614390491112005
6,12.5964852774603,5.69231971667232,0.548102538820256,0.00299915633458272,0.440764013700275,0.655441063940238,0.54653807645086,0.745149080190174,11.5016946484342,5.72517638300755,0.502231926858974,0.00790724623708536,0.327943438586262,0.676520415131685,0.315666737277126,0.667128455710714,12.1896074393453,5.96226770007568,0.510872870209846,0.00478294300744795,0.375321574172471,0.64642416624722,0.372012605678775,0.644857974255536
7,11.0842341849411,6.03325146630699,0.455690725616059,0.00702164254074243,0.291452051776685,0.619929399455432,0.357360599200131,0.685500445407476,11.4765149877086,5.94910076256018,0.481628284463387,0.0121940275613738,0.265192205493698,0.698064363433077,0.231450411880784,0.657062772818119,11.9372225813862,5.93040430453161,0.503200659609132,0.00485239007006609,0.366668825617327,0.639732493600938,0.387552485882938,0.643621220569116
8,13.2720047550982,6.09296838733664,0.540915747110765,0.00311630465673187,0.431500958488289,0.650330535733242,0.503044386858365,0.717631945240185,12.5048290807419,6.16843922439953,0.50671543092906,0.00724984008412711,0.339829285107477,0.673601576750644,0.354787471771125,0.657951393488476,12.0252586126533,5.90497702476874,0.508952180158904,0.00483727951994503,0.372633094907349,0.64527126541046,0.385497102542611,0.643514059709202
