"r","gs_nonparam","gs_param","cc_nonparam","cc_param","ipw_nonparam_Yonly","ipw_param_Yonly","ipw_nonparam_Zonly","ipw_param_Zonly","ipw_nonparam_YZ_main","ipw_param_YZ_main","ipw_nonparam_YZ","ipw_param_YZ","smle_param"
11,0.504480951074819,0.503104091843775,0.534980875294849,0.531520449068983,0.531338642682443,0.215972623729424,0.489957286600941,-0.378862284714756,0.518836054018045,-0.539829823030952,0.504249907113313,-0.639270776931392,0.485684859927763
12,0.534993773567553,0.537598208143785,0.57666087189198,0.580004209081016,0.577920868729143,0.315004864950236,0.537842542764838,-0.0181868728448658,0.566414418170916,-0.119271391562382,0.547000786593409,-0.199786762953748,0.481020622654712
13,0.507679941679494,0.50538546742342,0.532990870629959,0.52899544330257,0.529211980448985,0.215642339374828,0.484300537922323,-0.424079966293935,0.516012805184725,-0.554244224120582,0.517237864977935,-0.546265559873906,0.514686639852278
14,0.481976923458397,0.484853316718173,0.51387682806377,0.514608541926956,0.505631720628379,0.29334997804102,0.475381392416093,0.0585565059224666,0.496815289007942,-0.0137888676867959,0.47817718005998,-0.0747442210899012,0.466264650319857
15,0.498957506014883,0.505177139023697,0.519154035422508,0.532379910598608,0.512291675143926,0.256371028649395,0.474992432099822,-0.211078863411298,0.500184738700414,-0.334797916618926,0.48884702642147,-0.396271957375893,0.485057263645462
16,0.478161244407301,0.487052436049846,0.508555761189731,0.519474776092724,0.495384250090633,0.189638147230731,0.455789143229519,-0.436545352221889,0.484261539437061,-0.657439811904954,0.470638572314296,-0.770170794123243,0.52602866762164
17,0.49136109440617,0.496587702957937,0.517000543223851,0.528965083801558,0.50420339598635,0.186663611081911,0.458965005410948,-0.212324659965498,0.494051791444267,-0.354839374455901,0.487793038233323,-0.387414807959779,0.492207711506973
18,0.519380825290364,0.512876621176212,0.561607378567345,0.558978810231406,0.558900578173867,0.0213686483378713,0.493789572611804,-1.21262517252814,0.544338380912478,-1.71973843957319,0.529171864796033,-1.97675933614965,0.494762845215318
19,0.484931319091535,0.492545596341525,0.511478394022549,0.516424278181506,0.496317916276281,0.242685540472852,0.466283980467315,-0.231002232794978,0.487208918788634,-0.378846664844815,0.476281375050507,-0.452862470676184,0.49667615471995
20,0.487934516251701,0.490147346048422,0.515511836466792,0.518109492199667,0.500940277212685,0.124987505889553,0.455204834247593,-0.190299028088714,0.491460424063545,-0.307679997330833,0.488071730128093,-0.320115610790166,0.513067335979133
21,0.493650911880446,0.498393014448158,0.511973607873834,0.5254142332318,0.507727696133987,0.168773808086107,0.462882379001612,-0.606179098206229,0.494403606215925,-0.843752044274108,0.475197832579055,-1.05423987147477,0.535676026874733
22,0.511083760425334,0.510474130952959,0.529857972090243,0.534587392491962,0.520344093793165,0.244988289115086,0.47730838073047,-0.00241512346161166,0.511504917742315,-0.0895912904985205,0.50319341833342,-0.116687400630108,0.534000878683094
23,0.488536452194363,0.488849558061687,0.526890379876029,0.531194685959602,0.501177072115892,0.204804706239987,0.456914387639535,0.047730330454233,0.495085180091799,-0.0913014341860612,0.488170418407642,-0.114158504669521,0.491640905103662
24,0.51020423653734,0.507080265384442,0.537922014537952,0.533088707932744,0.540381118432855,0.273358950843462,0.500182601042939,-0.0763704096324906,0.528175220544041,-0.160921276229258,0.507866463155354,-0.246775785773694,0.505180624007969
25,0.496187376425013,0.492188577226045,0.538673961776773,0.533295617824314,0.538150251713406,0.241817692119197,0.487619528160351,-0.153266372588871,0.52601915689522,-0.271147260411107,0.506062747420774,-0.362897953485062,0.526411568661066
26,0.490957951154673,0.491905432234728,0.527529151933927,0.529928297414479,0.503841310824407,0.138128246846646,0.458375647755616,-0.0909847610963455,0.496836455888623,-0.251484293316287,0.48644353889527,-0.290565393979559,0.510456443666567
27,0.479831619864403,0.480634185799571,0.509071178899145,0.508031266502192,0.49208274211919,0.0316487489506936,0.431118791811699,-0.476783339424124,0.482487300112775,-0.700506952491791,0.480223088845632,-0.714401138661635,0.512685112111787
28,0.511737762930031,0.519381044851655,0.535107831062886,0.542038417440723,0.535823149217646,0.257622936452895,0.493601479981524,-0.327091129490967,0.522020780042305,-0.488729976521594,0.502213868748068,-0.634473729228737,0.4779960302549
29,0.494946514882574,0.505032225096435,0.533504797216816,0.53819741369004,0.516236241944325,0.162373858168638,0.467013586481563,-0.0701272445072421,0.508616977237671,-0.2021855181892,0.501040591248033,-0.22832154037809,0.496416262141083
30,0.499886378967842,0.495878739755497,0.527197204265899,0.525519215646467,0.515284278497021,0.200960102752575,0.469808506900612,-0.0920541909988388,0.506156477696647,-0.235875567820823,0.484963304706719,-0.328700484409806,0.507317835850708
31,0.488725198220252,0.498042779872321,0.534654919731469,0.542245313383189,0.528482336375116,0.198302159208607,0.478322445762666,-0.163372628602998,0.517736737199613,-0.324909372442859,0.491540790858278,-0.434792075561327,0.558631168417329
32,0.464813318936907,0.469826524284695,0.531777251149461,0.535024297060099,0.520457450637614,0.21516898805606,0.477025785487084,-0.0504681639884441,0.511364567003547,-0.207546697537224,0.478418589474177,-0.338086992281529,0.526080014094752
33,0.476396667492702,0.468923221235594,0.501340096966066,0.49230010884291,0.498999483736671,0.268420510007459,0.46603212782432,-0.0858331569847974,0.487509038467049,-0.146142534371081,0.480126711142062,-0.17812266351596,0.480699416353081
34,0.499899777385445,0.509019674784748,0.517780846248707,0.525648251120681,0.507620113368518,0.329027304885529,0.475793997259013,0.185725916617882,0.500271752456678,0.124951634010349,0.486215298960569,0.0871335872673853,0.539446010861857
35,0.491687973511301,0.490698291754068,0.515586455323772,0.523952379596732,0.5009559910235,0.222750381412639,0.463151702229362,0.00388909528245696,0.493182292400642,-0.1005841218504,0.479270045951885,-0.146632607987394,0.513249591980837
36,0.508548887503203,0.506505572683309,0.517336389312732,0.520237019740151,0.499819519902734,0.178486676210768,0.456434213266646,-0.0429714835863064,0.492581751441762,-0.10955620818964,0.511083846215862,-0.0561009305553564,0.477776331674658
37,0.51890149791402,0.527305929035004,0.55934444871341,0.563474712026227,0.542911224358518,0.27712730719527,0.501517013520815,0.211803558262602,0.538034405218158,0.109680353907836,0.512767350159727,0.0509114693378543,0.516392364228591
38,0.49018026685661,0.483946357566787,0.518590110312155,0.516407343658643,0.517110488611253,0.25216826081471,0.477547518296798,-0.163100266364981,0.505366540824929,-0.249826652694819,0.49274268380128,-0.308117649809126,0.531168954247776
39,0.500715289679856,0.504541306956309,0.532991394797919,0.535351034450384,0.539038924342146,0.134313895226383,0.484497826958736,-0.767893942126192,0.522331302485826,-1.04062787940463,0.500818569452352,-1.29160041527213,0.485065182466238
40,0.528635028282137,0.523603165556778,0.540219930549536,0.534416131007863,0.540295866810308,0.182554694791331,0.498281580825366,-0.673456544201425,0.525295503315885,-0.827177911367367,0.521510556389568,-0.862691224541723,0.522475426745312
41,0.507094913023483,0.505943866414309,0.526236453675734,0.527367636880953,0.517980956436908,0.224346562924349,0.48284673914026,-0.207497839591465,0.507655336439607,-0.328839549686531,0.498973848358479,-0.379166031481056,0.52401749376075
42,0.492353136283736,0.49581068231591,0.518491819859214,0.518165827554171,0.517314915059074,0.238219361290078,0.477013905394882,-0.311713619150204,0.503883761507594,-0.431049378390905,0.494310119044474,-0.492168508294804,0.510417950299344
43,0.518408538020251,0.517817975196154,0.538672843393952,0.545073352388116,0.529435523785429,0.213413168801416,0.48251733011002,-0.097972234354426,0.519465978466719,-0.222502985168374,0.509476072631258,-0.262555438008886,0.48132694670174
44,0.539522675871969,0.543503452825019,0.556371739655631,0.554632870786708,0.546257086666121,0.289564326450828,0.509585079567945,0.021443864219299,0.537231190768198,-0.0566859130969875,0.539227930414904,-0.0500570937815126,0.501180861135519
45,0.47397666806806,0.469614402522332,0.513773280838284,0.513500955095684,0.503165793212484,0.227135901587236,0.465769680724011,-0.204118849306324,0.492773944326299,-0.335468376774792,0.479022806126982,-0.409666051506089,0.50425454456987
46,0.473612627559052,0.479597065566928,0.479447382261322,0.482458270629109,0.467156372987274,0.0720112695956897,0.416584179370155,-1.45334154052191,0.452873523632683,-1.89205828557546,0.465407431548504,-1.66866454819158,0.503438436012309
47,0.466607515546405,0.474044386658712,0.519284822262589,0.524859327238431,0.506906370457155,0.156109891260783,0.459612207940503,-0.302290191435351,0.496245948892657,-0.529306069145796,0.470051895166602,-0.680245505679545,0.516680797744507
48,0.536606327150005,0.534425256835753,0.565009101050684,0.565499474410843,0.563719526123272,0.302366121310879,0.523651494530136,0.0248162747177786,0.552950093780592,-0.0616657934904854,0.533806100518695,-0.126749930461063,0.534838457322856
49,0.525809267657864,0.51760963768973,0.55454417268436,0.548811450686293,0.565052974624273,0.272862664159472,0.526504579871619,-0.570507584411334,0.546981009302076,-0.671099004942713,0.535745927603556,-0.773270909087594,0.483966840485848
50,0.516943865324056,0.519728977968815,0.538355145200708,0.542358069711597,0.529915840850994,0.259924674048849,0.491543145559122,-0.220210152136154,0.518986867457027,-0.363645490840899,0.509716164714669,-0.421473790773257,0.504836896759488
1,0.487346749738486,0.494461323172447,0.538094519090886,0.545014244919025,0.522036481402518,0.232191556291808,0.476387667261407,-0.0480363729948183,0.513408869128226,-0.174984152189888,0.49967368550444,-0.226926370745729,0.521495168290586
2,0.491714608480496,0.492138607551005,0.502182121511168,0.503870837961482,0.502329946383202,0.168558380223655,0.453807565878479,-0.831972649221188,0.48554886780723,-1.04516527590781,0.485018689397198,-1.05133347639798,0.516118567104629
3,0.508568102544844,0.51112030408141,0.536280076417285,0.539168400478122,0.540616671741472,0.224387667370093,0.499073547272848,-0.330762347293794,0.525819198939477,-0.451540205318754,0.508853979023249,-0.557505108129372,0.503465677024452
4,0.481024807070389,0.485080046018313,0.531681271826248,0.533370750563842,0.521094213154867,0.155149843559486,0.471196529335919,-0.172952579765473,0.511736612207405,-0.33142742164049,0.490841098054921,-0.421910841394169,0.499213414569062
5,0.5378904879903,0.524100317091157,0.566848692889868,0.555077022215349,0.552686615061511,0.182128736694161,0.51120781415059,-0.105098140195582,0.544413432653268,-0.238348579338385,0.53766634687578,-0.265030988310458,0.438621181000384
6,0.481734137107148,0.478427846054215,0.520616765208963,0.511813492072399,0.502874978134875,0.237850378994215,0.464009570344891,0.019082108594209,0.495650474878358,-0.0827190548259717,0.487090953627171,-0.110731027043621,0.507459410443317
7,0.507314932535891,0.504235795866032,0.537750206281848,0.53811070290714,0.522295258216902,0.279814004897492,0.484126623881242,0.174228634120606,0.516734970019411,0.105708511858041,0.51018166963673,0.0905159905809663,0.497637788314103
8,0.50902012698669,0.505428529708803,0.534402486055787,0.533187590022995,0.520012682034342,0.26351046223666,0.48131656173999,0.122774399687865,0.513661115031952,0.0479875785771168,0.505427112198657,0.0255125524987734,0.545445759449465
9,0.488248555037937,0.502638559152482,0.515752981260824,0.533465062095893,0.507280433859867,0.223672373882858,0.461532494056743,-0.323672112994653,0.495584441359257,-0.484755630161965,0.488909456702821,-0.52679127427109,0.480950021982297
10,0.459071536456992,0.459555176877079,0.519053716980466,0.519397691851261,0.503122518499908,0.227877366338914,0.464147709885936,-0.131240449153827,0.494259458919348,-0.293452512079573,0.469870365865946,-0.413396607930128,0.499046714711063
11,0.463984381249475,0.473300069758174,0.501925518207972,0.503906799701737,0.499192223755976,0.266878281448877,0.460356244814773,-0.286995778661658,0.48604792122668,-0.380990828733352,0.484577359207643,-0.389901020593985,0.470991390460119
12,0.49492416132883,0.506062298929917,0.525465349253125,0.531462832037692,0.518340726043173,0.1531029042442,0.468975910298547,-0.344344533707041,0.506929055955914,-0.555441878012309,0.487298595499377,-0.672949542376156,0.508495915336376
13,0.494093650546125,0.490483911324284,0.538979590329255,0.5350858331613,0.528124232157211,0.174382186268233,0.479693054910082,-0.226072062221161,0.518079163994934,-0.42409869027667,0.494077213682226,-0.557535553742363,0.509514473639251
14,0.457677235800501,0.460716404912074,0.495854125368218,0.491660025804012,0.475287684319935,0.160587307456842,0.435224579163676,-0.0845209196764669,0.468099809712855,-0.2155068102084,0.462953036671386,-0.235581418053072,0.508801734405026
15,0.487342933077888,0.486828709768094,0.538033743249553,0.541138944959149,0.525629174881016,0.250945054049209,0.485414916301903,-0.0147798877775638,0.517003210751513,-0.157101119832577,0.493074536188758,-0.262411071733151,0.508120175148869
16,0.48045963964713,0.480922378334366,0.500346371504811,0.498634235466369,0.506532014889871,0.223691780590604,0.470003220628189,-0.804699977029511,0.489001514627234,-0.925500532843596,0.484033038625235,-0.982331726882325,0.481412656309602
17,0.489356854363251,0.491011134229634,0.525291051988449,0.528168981133804,0.512000536776682,0.229852370970601,0.469949528257895,-0.0709252299054131,0.503002323114873,-0.176142980863199,0.496956341094699,-0.199308147040528,0.506422596342444
18,0.483148663449857,0.4980027893684,0.508449978079487,0.516599739835517,0.509244838640422,0.165956199897957,0.465362702533796,-0.890158553735102,0.493255454152928,-1.11324474873865,0.476230367122852,-1.32762229609564,0.479608762170761
19,0.495578246226466,0.496599198956884,0.54467059220869,0.547629492374217,0.526065704821496,0.20910286488789,0.478452286923915,0.131993043864235,0.52067070612916,0.0225978646116599,0.503720871053586,-0.0204029816315907,0.495559379327533
20,0.506441510474905,0.50629091829609,0.536035594324975,0.539668511453462,0.524311383479232,0.187215817975487,0.484181231960686,-0.130437073087152,0.514852894691265,-0.282201707941233,0.492993560767021,-0.381292712300919,0.522718972865299
21,0.500316245248651,0.504570229191026,0.534116121239762,0.544267474025549,0.524548246745533,0.213855605705201,0.478023107079628,0.0395043802615926,0.516616502632034,-0.0693652631651587,0.494866951584834,-0.14167023522635,0.505352022297791
22,0.52113361923164,0.509639133999503,0.556245364382726,0.547032974387854,0.536434978242101,0.27918203401473,0.501717354732041,0.18523603815381,0.531607863584024,0.103789808609913,0.523923801786239,0.0859420472317081,0.494414484033956
23,0.509964079193442,0.508643698251178,0.531579202974661,0.526230728001945,0.522642282648383,0.189897381939441,0.481848982788467,-0.40153347056165,0.510904455941842,-0.557119810605533,0.504219146196329,-0.605825196064298,0.481592931378606
24,0.473251099499522,0.477868092527984,0.507378332693588,0.511754545552679,0.49739479943948,0.187457131805905,0.45497972716919,-0.201376094892688,0.487475495741183,-0.370474253890588,0.464656833747941,-0.502032887353302,0.515128971291035
25,0.512830033985219,0.509228350706132,0.529405998929445,0.530961157076794,0.507603602480983,0.100567440349366,0.458712465037317,-0.0995928943084918,0.501136857263651,-0.253751808217567,0.492267148902644,-0.28762191917073,0.509673698964846
26,0.49699428563081,0.504528442493395,0.516785182905872,0.521716811147316,0.51297086630376,0.143316487288167,0.460358376284402,-0.343982163522914,0.500823216865321,-0.513880096762164,0.481605228428387,-0.620985351559038,0.513549373800704
27,0.506604807465028,0.505246049435782,0.530807570817219,0.532010307340412,0.513052060927257,0.174035228157852,0.472068552960212,-0.355025374739036,0.503023807306367,-0.512566374588982,0.504319305426145,-0.50424413059487,0.503109749284418
28,0.467094075337112,0.466699613166762,0.483496420350825,0.494431952140569,0.476770716489436,0.115211863341559,0.430394463569078,-1.16046711944014,0.461610356242273,-1.47936271071165,0.453934347073182,-1.61367656416735,0.494321930142779
29,0.509733334779127,0.516196812547435,0.540578005863666,0.547853914709024,0.52759941761318,0.233903242032455,0.490770299091801,-0.116107843741265,0.518043398093229,-0.214298474485932,0.516436761482371,-0.221335055163416,0.48142688200584
30,0.474790235565027,0.478267117410419,0.486864991128263,0.489117958771163,0.493741081099071,0.289601947738934,0.464901216002825,-0.169637048039695,0.479036321959601,-0.225282691193891,0.456412599423836,-0.342631473676689,0.508870164179284
31,0.52805409509349,0.517450402915937,0.555025019633113,0.547366058932413,0.55456120212856,0.295250364976789,0.518561259153043,-0.0549598009368908,0.543151992968002,-0.15179538212473,0.521589083068388,-0.244797214903622,0.568442019536546
32,0.477994276660817,0.475364952481851,0.507154184010753,0.507583899098135,0.493387677061996,0.187978368301075,0.453328531498674,-0.310990348961923,0.482893888627603,-0.439446415866417,0.487337103849731,-0.415063010811959,0.519526325137338
33,0.4992401936068,0.499342555059786,0.555857720646833,0.552959877326035,0.553989155100879,0.239472617735812,0.510302879372576,-0.450995540943757,0.541446908683317,-0.668544701354017,0.521517190953526,-0.848991831937954,0.488962875568565
34,0.492103038117272,0.486447811735607,0.528671377823177,0.522528137669528,0.517782252462844,0.221213239983608,0.480111832458664,-0.195646173178839,0.507675302948356,-0.308620365346447,0.508499245313324,-0.304607145221634,0.501667796284196
35,0.498912121931645,0.496771816701953,0.51677393605954,0.512236311891864,0.508099270734024,0.199251183334295,0.47012573952539,-0.253151713883941,0.496862573550818,-0.360861537762964,0.490894749216632,-0.390029022732353,0.485182303136257
36,0.495676936761128,0.503882147326797,0.5385463909722,0.54504446972621,0.525865943435964,0.248842179685992,0.488876127399694,-0.128676219981398,0.516486207035834,-0.264950690046194,0.506228865848718,-0.313304077498259,0.480635621749639
37,0.478728503903004,0.481667932122191,0.501755085327648,0.504743335059403,0.484985340719419,0.204857906182995,0.443453809739343,-0.0150534008986158,0.477137666908549,-0.116237341808839,0.469675298058768,-0.140179910347108,0.506900067155567
38,0.477934245974531,0.48286732567192,0.502302903652893,0.510008338756879,0.505407076447404,0.202188306837186,0.461782170622192,-0.630248485673702,0.489560972381999,-0.816242450445178,0.474414823461442,-0.969505576890785,0.509404519801217
39,0.517177177673031,0.521362226399835,0.545066315101644,0.54670224362293,0.546143726251424,0.235601232989815,0.500856548817221,-0.621713618019048,0.531166771619314,-0.895234157385357,0.508241012057569,-1.16036449564577,0.504613519513008
40,0.513471096929025,0.501300163810353,0.544849343015281,0.536147792764884,0.54050014094379,0.167580262760458,0.495112604763421,-1.16409447575685,0.525636370697011,-1.6529966004452,0.518248190847465,-1.81026839465734,0.508867466547405
41,0.501780755900635,0.500192950451268,0.54155115288621,0.537843148245982,0.538078066757312,0.254026225637746,0.49715886203612,-0.0876017282685477,0.527424327249852,-0.189144607089405,0.50958138118579,-0.260954622978822,0.512109573829153
42,0.470369002361571,0.471176157197811,0.496909289722157,0.497694513484049,0.501182912524733,0.172740678228224,0.460031456856922,-0.734188651513584,0.484367146987825,-0.915601344743153,0.469098449607301,-1.07337966540987,0.511892418175739
43,0.503096698867526,0.509413542211323,0.516738812133965,0.527275284761569,0.497104414210398,0.104332461184372,0.45243354318036,-0.347840240400318,0.487346588834997,-0.564135090334023,0.4781746433175,-0.619623576006401,0.478214102428063
44,0.517375865845592,0.51845764935423,0.541126053187499,0.539887670800146,0.535412442257449,0.147504955971586,0.488109983313894,-0.717382334734027,0.521437453801537,-0.900290136208466,0.524642833259033,-0.874873533688141,0.499270752151439
45,0.504727688449913,0.515971985381346,0.532667481666618,0.546484973743707,0.531344457882124,0.312847373442177,0.499870955594701,0.0208117664283102,0.520444867776895,-0.0485162873252423,0.502466881140781,-0.111308797142844,0.526691289523944
46,0.510670397512399,0.519009816670302,0.540611305964609,0.546512064825777,0.535475994455903,0.202487562119557,0.487602660746481,-0.226087978684472,0.524274786924479,-0.373601804148209,0.511500036541631,-0.435328640213653,0.498272513933696
47,0.483818881415544,0.488643792831775,0.509488270099083,0.521520321850554,0.511903926939469,0.155809497558996,0.46779685719466,-1.39239970342284,0.494104286685068,-1.74135857073614,0.484945926997729,-1.93115956542472,0.52790026131429
48,0.520728268206887,0.523029626097779,0.545376909978791,0.546895821334527,0.541743746308101,0.157574268745913,0.491472154584059,-0.431712057847433,0.528062954029064,-0.63155680120226,0.51425916660017,-0.728193901689842,0.511976263109406
49,0.511135574039777,0.510930621631599,0.540024821769493,0.543676474149146,0.53262294754015,0.227531705131082,0.490272494014349,-0.205401475448823,0.521868343289688,-0.356813828839663,0.506787838535792,-0.440864620489519,0.469089232187403
50,0.462861842935986,0.464951476872532,0.500799787916154,0.500972462940581,0.492710712899475,0.202005371684337,0.449156252452377,-0.329419521427423,0.480377461262735,-0.509838895574657,0.462434534762637,-0.632362030253678,0.527157049824408
1,0.520091601062399,0.515842203399826,0.545816313557188,0.546246815439155,0.542108175044228,0.199660501325941,0.495155013186442,-0.33343691390669,0.529707283553752,-0.526993979055937,0.51031738142277,-0.662675406507016,0.478973114364632
2,0.487879666377591,0.486193897561658,0.528000637658893,0.524422290134395,0.51629302761425,0.175489609042326,0.470301331007356,-0.189275652046003,0.506289435757936,-0.369704608669385,0.490842230977067,-0.451963826938314,0.540478791576486
3,0.502545558010529,0.497775448493053,0.541668187980519,0.536992871736254,0.542136724740867,0.249848188674833,0.503937365231026,-0.225181653151424,0.528832283736952,-0.341483147009781,0.513435675811464,-0.42582653444692,0.492574559262562
4,0.521493100677015,0.518615964370329,0.551980099977969,0.550979089667522,0.540843460882365,0.224628748250703,0.492467443958381,0.0709581347735387,0.533608304080072,-0.0495192865040623,0.512167567564442,-0.111935328188846,0.488645749195712
5,0.514132377822487,0.502704740960974,0.540379259086806,0.530024286042747,0.525932529517627,0.248326007034964,0.489392796998983,0.00543910316017804,0.517867576036316,-0.0797199392331704,0.516553465361433,-0.0842523143834739,0.514081230752484
6,0.503589693010842,0.500738622557939,0.529632539834668,0.531517399081101,0.526303605750668,0.207162087747185,0.486330550471524,-0.262671603605404,0.514154796239893,-0.40466060267458,0.496243921985459,-0.505693063649577,0.513563885255811
7,0.521441418370339,0.523478262272153,0.562061570750927,0.560985349839841,0.540290507255577,0.189706628077542,0.491596554871383,0.00552637027352187,0.53411069023139,-0.120901031175515,0.526890916267855,-0.144861970140997,0.456488071510713
8,0.483989335834831,0.493325637747509,0.506525460251358,0.515540214394936,0.503166085077541,0.233881140015742,0.462355620894266,-0.294522526023923,0.489873801334888,-0.402618690387382,0.487842790620028,-0.413955334534369,0.526597940115077
9,0.461353190958507,0.465614192426682,0.486924992721963,0.492866715498689,0.47848892917545,0.214124087925753,0.438405814786705,-0.221186159626294,0.46733767176026,-0.342206334584748,0.457448729421009,-0.392099793718579,0.511176943012159
10,0.530774233931249,0.536284064004322,0.572858061591461,0.576540436941476,0.565167129752512,0.255509768935036,0.526324802069009,0.0188440560675391,0.556705485152855,-0.106928845178844,0.534112332373747,-0.191069311562828,0.484531139838199
11,0.52420973250719,0.520090383770547,0.545197017532438,0.539688152963886,0.532769685450182,0.215198900122103,0.488672177609474,-0.0799426875352056,0.524230360859298,-0.163253450565858,0.526575560382066,-0.154544281505279,0.487031983222087
12,0.508110483064494,0.515445745129401,0.528445060894933,0.533559508593374,0.52302675839882,0.153269606294061,0.478356404757113,-0.726748521544572,0.509028854923774,-0.905391007298945,0.50562757420273,-0.937917291089354,0.540846860495846
13,0.470247114471904,0.471652329394878,0.513588308317223,0.512774184216993,0.509922333598748,0.198754067702616,0.468746495845958,-0.439624438001211,0.49633445111297,-0.561797880626163,0.495265743283998,-0.568368346219551,0.459687759572592
14,0.484371847938592,0.496338100423734,0.513742579206328,0.523927856426483,0.498475148189046,0.181399870301529,0.455058939930837,-0.116701060015076,0.489939940169837,-0.223573232432886,0.490072147180599,-0.223103352120185,0.519311227885707
15,0.504939290138891,0.502940470794633,0.537712058350191,0.535330200342315,0.523767722707105,0.136754296812594,0.470988626642083,-0.394954771880641,0.513749895046693,-0.586477446210394,0.510889311577007,-0.604373071505213,0.495642505397635
16,0.525511644363699,0.518422457140254,0.526560889907576,0.521905169739285,0.52458107650372,0.207134138981594,0.482833436820455,-0.678138342474026,0.509225511677957,-0.843511529926871,0.510115106626993,-0.835900351197735,0.513558530886791
17,0.505213619954952,0.496225626070394,0.534151470706662,0.528899696176985,0.521298821315317,0.189627684422102,0.481438558896796,-0.0144842704357551,0.513908231421219,-0.111046131801141,0.505811932072905,-0.137160135695276,0.497480859293398
18,0.494946723400365,0.489604753490278,0.536857030622433,0.537652072231254,0.5159041968232,0.239305687910731,0.476121440682573,0.127150481666661,0.510551231102818,0.0355402102292074,0.504185171858998,0.0198399596432077,0.509686676783095
19,0.517834131967244,0.517644908896745,0.550817417160408,0.549465656190775,0.548795905808989,0.257387660863227,0.507048276298948,-0.244841143085363,0.535548284876747,-0.355001768957995,0.529799451023764,-0.384908717939071,0.456635223386112
20,0.498827946819525,0.493135194648203,0.518290073454775,0.514350052406495,0.498836035324524,0.148019514286077,0.455822075781251,-0.369476051573606,0.489264023773155,-0.589979642752419,0.479310416213576,-0.656315287218717,0.517041761714568
21,0.52110025873855,0.520290769526842,0.558684652977878,0.555569712275117,0.545602548601038,0.182113053072847,0.495111366360124,-0.180992494959334,0.536432222743949,-0.320058119359992,0.532411159183455,-0.335689146629144,0.553648542803567
22,0.47786800091833,0.480701936255474,0.497581950286642,0.498704068986836,0.496213584210613,0.198310245762517,0.456851595056985,-0.584446989106462,0.481599644415517,-0.732642078809837,0.472106768149455,-0.820675213653879,0.519827230359825
23,0.491227647577509,0.488872896623473,0.4849619415665,0.486747636403237,0.46365860181743,0.160990915272594,0.426950459882113,-0.254632045790355,0.455274495340503,-0.362167562608548,0.468961906859708,-0.297710771011599,0.480679398769991
24,0.50996690640528,0.505203780775858,0.542789342201706,0.54102820169488,0.534267769721909,0.25894279489992,0.496511247431575,-0.0183037389686702,0.524723708877856,-0.107268383842119,0.518696544678486,-0.128631055694036,0.526435836935619
25,0.486814853372844,0.487128595486868,0.511416370079405,0.511491045970567,0.511786013541824,0.148011041724165,0.463417034914453,-0.713642642332881,0.49729425423576,-0.963604860930193,0.477201625953855,-1.21899464979661,0.498117834098171
